N,M,K,D,Ktrue,Dtrue,dataseed,maskseed,inforate
20.0,20.0,10.0,1.0,5.0,5.0,104.0,103.0,-2.4897323346804785
20.0,20.0,10.0,1.0,5.0,5.0,104.0,104.0,-2.3224648938077834
20.0,20.0,10.0,1.0,5.0,5.0,105.0,101.0,-2.2031477529648105
20.0,20.0,10.0,1.0,5.0,5.0,105.0,102.0,-2.4743520770488034
20.0,20.0,10.0,1.0,5.0,5.0,105.0,103.0,-2.39769082933553
20.0,20.0,10.0,1.0,5.0,5.0,105.0,104.0,-2.230060281427489
20.0,20.0,10.0,2.0,5.0,5.0,101.0,101.0,-2.4476410318953428
20.0,20.0,10.0,2.0,5.0,5.0,101.0,102.0,-2.4177841535860147
20.0,20.0,10.0,2.0,5.0,5.0,101.0,103.0,-2.326707529384019
20.0,20.0,10.0,2.0,5.0,5.0,101.0,104.0,-2.516555524630495
20.0,20.0,10.0,2.0,5.0,5.0,102.0,101.0,-2.3692818206011057
20.0,20.0,10.0,2.0,5.0,5.0,102.0,102.0,-2.0403252465157107
20.0,20.0,10.0,2.0,5.0,5.0,102.0,103.0,-2.2030696036908357
20.0,20.0,10.0,2.0,5.0,5.0,102.0,104.0,-2.201508240001307
20.0,20.0,10.0,2.0,5.0,5.0,103.0,101.0,-2.4647894501457137
20.0,20.0,10.0,2.0,5.0,5.0,103.0,102.0,-2.2237661216500646
20.0,20.0,10.0,2.0,5.0,5.0,103.0,103.0,-2.293665616127688
20.0,20.0,10.0,2.0,5.0,5.0,103.0,104.0,-2.2854086847041786
20.0,20.0,10.0,2.0,5.0,5.0,104.0,101.0,-2.048875401422472
20.0,20.0,10.0,2.0,5.0,5.0,104.0,102.0,-2.377097705826025
20.0,20.0,10.0,2.0,5.0,5.0,104.0,103.0,-2.409907281451573
20.0,20.0,10.0,2.0,5.0,5.0,104.0,104.0,-2.1978531006437674
20.0,20.0,10.0,2.0,5.0,5.0,105.0,101.0,-2.08578359685185
20.0,20.0,10.0,2.0,5.0,5.0,105.0,102.0,-2.4000994851533832
20.0,20.0,10.0,2.0,5.0,5.0,105.0,103.0,-2.2347170174254516
20.0,20.0,10.0,2.0,5.0,5.0,105.0,104.0,-2.0846834555374874
20.0,20.0,10.0,3.0,5.0,5.0,101.0,101.0,-2.4385371292908484
20.0,20.0,10.0,3.0,5.0,5.0,101.0,102.0,-2.3862417667932685
20.0,20.0,10.0,3.0,5.0,5.0,101.0,103.0,-2.305691595088877
20.0,20.0,10.0,3.0,5.0,5.0,101.0,104.0,-2.4875821065673107
20.0,20.0,10.0,3.0,5.0,5.0,102.0,101.0,-2.301877099868971
20.0,20.0,10.0,3.0,5.0,5.0,102.0,102.0,-1.9734118443679787
20.0,20.0,10.0,3.0,5.0,5.0,102.0,103.0,-2.1428259843225184
20.0,20.0,10.0,3.0,5.0,5.0,102.0,104.0,-2.1877964123079363
20.0,20.0,10.0,3.0,5.0,5.0,103.0,101.0,-2.512318506628778
20.0,20.0,10.0,3.0,5.0,5.0,103.0,102.0,-2.140693633615645
20.0,20.0,10.0,3.0,5.0,5.0,103.0,103.0,-2.2637351420582172
20.0,20.0,10.0,3.0,5.0,5.0,103.0,104.0,-2.249487812889944
20.0,20.0,10.0,3.0,5.0,5.0,104.0,101.0,-1.9888155771084244
20.0,20.0,10.0,3.0,5.0,5.0,104.0,102.0,-2.3631076832864246
20.0,20.0,10.0,3.0,5.0,5.0,104.0,103.0,-2.379696405285373
20.0,20.0,10.0,3.0,5.0,5.0,104.0,104.0,-2.1432799344494518
20.0,20.0,10.0,3.0,5.0,5.0,105.0,101.0,-2.0288165895736134
20.0,20.0,10.0,3.0,5.0,5.0,105.0,102.0,-2.373289620586612
20.0,20.0,10.0,3.0,5.0,5.0,105.0,103.0,-2.170473698368498
20.0,20.0,10.0,3.0,5.0,5.0,105.0,104.0,-2.0199392656699415
20.0,20.0,10.0,4.0,5.0,5.0,101.0,101.0,-2.4345349712788598
20.0,20.0,10.0,4.0,5.0,5.0,101.0,102.0,-2.410424190336504
20.0,20.0,10.0,4.0,5.0,5.0,101.0,103.0,-2.295356509219903
20.0,20.0,10.0,4.0,5.0,5.0,101.0,104.0,-2.467948392495033
20.0,20.0,10.0,4.0,5.0,5.0,102.0,101.0,-2.2808077336836057
20.0,20.0,10.0,4.0,5.0,5.0,102.0,102.0,-1.9446311892925934
20.0,20.0,10.0,4.0,5.0,5.0,102.0,103.0,-2.152406031446327
20.0,20.0,10.0,4.0,5.0,5.0,102.0,104.0,-2.1785556952376477
20.0,20.0,10.0,4.0,5.0,5.0,103.0,101.0,-2.5319155064939833
20.0,20.0,10.0,4.0,5.0,5.0,103.0,102.0,-2.1109767496152765
20.0,20.0,10.0,4.0,5.0,5.0,103.0,103.0,-2.2463457353773313
20.0,20.0,10.0,4.0,5.0,5.0,103.0,104.0,-2.2275059321216886
20.0,20.0,10.0,4.0,5.0,5.0,104.0,101.0,-1.9614533795827802
20.0,20.0,10.0,4.0,5.0,5.0,104.0,102.0,-2.3833729580775276
20.0,20.0,10.0,4.0,5.0,5.0,104.0,103.0,-2.3448094107090927
20.0,20.0,10.0,4.0,5.0,5.0,104.0,104.0,-2.1055655594644493
20.0,20.0,10.0,4.0,5.0,5.0,105.0,101.0,-1.9937247424920028
20.0,20.0,10.0,4.0,5.0,5.0,105.0,102.0,-2.359103680009251
20.0,20.0,10.0,4.0,5.0,5.0,105.0,103.0,-2.122963896517716
20.0,20.0,10.0,4.0,5.0,5.0,105.0,104.0,-1.9751319302235222
20.0,20.0,10.0,5.0,5.0,5.0,101.0,102.0,-2.391786342518871
20.0,20.0,10.0,5.0,5.0,5.0,101.0,103.0,-2.287238956194282
20.0,20.0,10.0,5.0,5.0,5.0,101.0,104.0,-2.4597844822306936
20.0,20.0,10.0,5.0,5.0,5.0,102.0,101.0,-2.2725999239216224
20.0,20.0,10.0,5.0,5.0,5.0,102.0,102.0,-1.9178483399828097
20.0,20.0,10.0,5.0,5.0,5.0,102.0,103.0,-2.1229153912346366
20.0,20.0,10.0,5.0,5.0,5.0,102.0,104.0,-2.166195514341623
20.0,20.0,10.0,5.0,5.0,5.0,103.0,101.0,-2.5874832814126236
20.0,20.0,10.0,5.0,5.0,5.0,103.0,102.0,-2.088800016304096
20.0,20.0,10.0,5.0,5.0,5.0,103.0,103.0,-2.262174753729338
20.0,20.0,10.0,5.0,5.0,5.0,103.0,104.0,-2.2202739402277967
20.0,20.0,10.0,5.0,5.0,5.0,104.0,101.0,-1.949318139184306
20.0,20.0,10.0,5.0,5.0,5.0,104.0,102.0,-2.391517565021366
20.0,20.0,10.0,5.0,5.0,5.0,104.0,103.0,-2.3404890724311995
20.0,20.0,10.0,5.0,5.0,5.0,104.0,104.0,-2.1020676802639056
20.0,20.0,10.0,5.0,5.0,5.0,105.0,101.0,-1.973650772364084
20.0,20.0,10.0,5.0,5.0,5.0,105.0,102.0,-2.347712361563451
20.0,20.0,10.0,5.0,5.0,5.0,105.0,103.0,-2.082060570363659
20.0,20.0,10.0,5.0,5.0,5.0,105.0,104.0,-1.959417326396548
20.0,20.0,10.0,6.0,5.0,5.0,101.0,101.0,-2.436241502575915
20.0,20.0,10.0,6.0,5.0,5.0,101.0,102.0,-2.3990210273757415
20.0,20.0,10.0,6.0,5.0,5.0,101.0,103.0,-2.289666486728452
20.0,20.0,10.0,6.0,5.0,5.0,101.0,104.0,-2.4473247844114216
20.0,20.0,10.0,6.0,5.0,5.0,102.0,101.0,-2.262604550375812
20.0,20.0,10.0,6.0,5.0,5.0,102.0,102.0,-1.921534765521192
20.0,20.0,10.0,6.0,5.0,5.0,102.0,103.0,-2.121754591568918
20.0,20.0,10.0,6.0,5.0,5.0,102.0,104.0,-2.2188542914209832
20.0,20.0,10.0,6.0,5.0,5.0,103.0,101.0,-2.607761598252194
20.0,20.0,10.0,6.0,5.0,5.0,103.0,102.0,-2.081685039019503
20.0,20.0,10.0,6.0,5.0,5.0,103.0,103.0,-2.2603854528393215
20.0,20.0,10.0,6.0,5.0,5.0,104.0,101.0,-1.9307314182286812
20.0,20.0,10.0,6.0,5.0,5.0,104.0,102.0,-2.4162379638998677
20.0,20.0,10.0,6.0,5.0,5.0,104.0,103.0,-2.320218608181308
20.0,20.0,10.0,6.0,5.0,5.0,104.0,104.0,-2.0713293435449476
20.0,20.0,10.0,6.0,5.0,5.0,105.0,101.0,-1.9516911776172174
20.0,20.0,10.0,6.0,5.0,5.0,105.0,102.0,-2.348777295385001
20.0,20.0,10.0,6.0,5.0,5.0,105.0,103.0,-2.087531209442639
20.0,20.0,10.0,6.0,5.0,5.0,105.0,104.0,-1.9220251734883456
20.0,20.0,10.0,7.0,5.0,5.0,101.0,101.0,-2.3789767943028557
20.0,20.0,10.0,7.0,5.0,5.0,101.0,102.0,-2.416864059317527
20.0,20.0,10.0,7.0,5.0,5.0,101.0,103.0,-2.3173227642737992
20.0,20.0,10.0,7.0,5.0,5.0,101.0,104.0,-2.456681057898234
20.0,20.0,10.0,7.0,5.0,5.0,102.0,101.0,-2.2394194668411314
20.0,20.0,10.0,7.0,5.0,5.0,102.0,102.0,-1.891014910213168
20.0,20.0,10.0,7.0,5.0,5.0,102.0,103.0,-2.0970695096104057
20.0,20.0,10.0,7.0,5.0,5.0,102.0,104.0,-2.2024513131934054
20.0,20.0,10.0,7.0,5.0,5.0,103.0,101.0,-2.6531188800405143
20.0,20.0,10.0,7.0,5.0,5.0,103.0,102.0,-2.0517414633308233
20.0,20.0,10.0,7.0,5.0,5.0,103.0,103.0,-2.252539810307758
20.0,20.0,10.0,7.0,5.0,5.0,103.0,104.0,-2.235326474589177
20.0,20.0,10.0,7.0,5.0,5.0,104.0,101.0,-1.9312032487793498
20.0,20.0,10.0,7.0,5.0,5.0,104.0,102.0,-2.4210695838936016
20.0,20.0,10.0,7.0,5.0,5.0,104.0,103.0,-2.328358769339377
20.0,20.0,10.0,7.0,5.0,5.0,104.0,104.0,-2.0696013484025197
20.0,20.0,10.0,7.0,5.0,5.0,105.0,101.0,-1.9254242741594498
20.0,20.0,10.0,7.0,5.0,5.0,105.0,102.0,-2.3498352919329473
20.0,20.0,10.0,7.0,5.0,5.0,105.0,103.0,-2.039470720463856
20.0,20.0,10.0,7.0,5.0,5.0,105.0,104.0,-1.9298104467363524
20.0,20.0,10.0,8.0,5.0,5.0,101.0,101.0,-2.395585578828529
20.0,20.0,10.0,8.0,5.0,5.0,101.0,102.0,-2.3905237367653784
20.0,20.0,10.0,8.0,5.0,5.0,101.0,103.0,-2.2910567437035936
20.0,20.0,10.0,8.0,5.0,5.0,101.0,104.0,-2.422735131526806
20.0,20.0,10.0,8.0,5.0,5.0,102.0,101.0,-2.2342690901822144
20.0,20.0,10.0,8.0,5.0,5.0,102.0,102.0,-1.8884193031607583
20.0,20.0,10.0,8.0,5.0,5.0,102.0,103.0,-2.109239776844874
20.0,20.0,10.0,8.0,5.0,5.0,102.0,104.0,-2.2065328686468204
20.0,20.0,10.0,8.0,5.0,5.0,103.0,101.0,-2.683735029360603
20.0,20.0,10.0,8.0,5.0,5.0,103.0,102.0,-2.0397981426793588
20.0,20.0,10.0,8.0,5.0,5.0,103.0,103.0,-2.2472874586131786
20.0,20.0,10.0,8.0,5.0,5.0,103.0,104.0,-2.1982516775745595
20.0,20.0,10.0,8.0,5.0,5.0,104.0,101.0,-1.933014937954214
20.0,20.0,10.0,8.0,5.0,5.0,104.0,102.0,-2.4652155964146507
20.0,20.0,10.0,8.0,5.0,5.0,104.0,103.0,-2.3117945590382285
20.0,20.0,10.0,8.0,5.0,5.0,104.0,104.0,-2.064671848985097
20.0,20.0,10.0,8.0,5.0,5.0,105.0,101.0,-1.9267259970345896
20.0,20.0,10.0,8.0,5.0,5.0,105.0,102.0,-2.334407976694609
20.0,20.0,10.0,8.0,5.0,5.0,105.0,103.0,-2.0495853314584003
20.0,20.0,10.0,8.0,5.0,5.0,105.0,104.0,-1.8985808547723522
20.0,20.0,10.0,9.0,5.0,5.0,101.0,102.0,-2.4237351770220177
20.0,20.0,10.0,9.0,5.0,5.0,101.0,103.0,-2.309120836928919
20.0,20.0,10.0,9.0,5.0,5.0,101.0,104.0,-2.4343834774100106
20.0,20.0,10.0,9.0,5.0,5.0,102.0,101.0,-2.2633288568026506
20.0,20.0,10.0,9.0,5.0,5.0,102.0,102.0,-1.8786836947073486
20.0,20.0,10.0,9.0,5.0,5.0,102.0,103.0,-2.144509687746766
20.0,20.0,10.0,9.0,5.0,5.0,102.0,104.0,-2.2361845480669347
20.0,20.0,10.0,9.0,5.0,5.0,103.0,101.0,-2.6862042809009683
20.0,20.0,10.0,9.0,5.0,5.0,103.0,102.0,-2.051737854590306
20.0,20.0,10.0,9.0,5.0,5.0,103.0,103.0,-2.219241179363123
20.0,20.0,10.0,9.0,5.0,5.0,104.0,101.0,-1.9114929505960316
20.0,20.0,10.0,9.0,5.0,5.0,104.0,102.0,-2.4333080787992367
20.0,20.0,10.0,9.0,5.0,5.0,104.0,103.0,-2.31746829341304
20.0,20.0,10.0,9.0,5.0,5.0,104.0,104.0,-2.0669971618605754
20.0,20.0,10.0,9.0,5.0,5.0,105.0,101.0,-1.9081404579788734
20.0,20.0,10.0,9.0,5.0,5.0,105.0,102.0,-2.3375576010943937
20.0,20.0,10.0,9.0,5.0,5.0,105.0,104.0,-1.8921369871714768
20.0,20.0,1.0,10.0,5.0,5.0,101.0,101.0,-3.3566334726304383
20.0,20.0,1.0,10.0,5.0,5.0,101.0,102.0,-3.5058271002215706
20.0,20.0,1.0,10.0,5.0,5.0,101.0,103.0,-2.8992037293002957
20.0,20.0,1.0,10.0,5.0,5.0,101.0,104.0,-5.374186305689249
20.0,20.0,1.0,10.0,5.0,5.0,102.0,101.0,-3.7622926847844926
20.0,20.0,1.0,10.0,5.0,5.0,102.0,102.0,-2.169189868493235
20.0,20.0,1.0,10.0,5.0,5.0,102.0,103.0,-2.9780463595905706
20.0,20.0,1.0,10.0,5.0,5.0,102.0,104.0,-2.6754851410747524
20.0,20.0,1.0,10.0,5.0,5.0,103.0,101.0,-3.850473674577781
20.0,20.0,1.0,10.0,5.0,5.0,103.0,102.0,-3.203982912542866
20.0,20.0,1.0,10.0,5.0,5.0,103.0,103.0,-3.517536585744253
20.0,20.0,1.0,10.0,5.0,5.0,103.0,104.0,-3.3637373196029206
20.0,20.0,1.0,10.0,5.0,5.0,104.0,101.0,-2.70384750047997
20.0,20.0,1.0,10.0,5.0,5.0,104.0,102.0,-3.734066037486451
20.0,20.0,1.0,10.0,5.0,5.0,104.0,103.0,-3.4305389580656724
20.0,20.0,1.0,10.0,5.0,5.0,104.0,104.0,-2.709128498053609
20.0,20.0,1.0,10.0,5.0,5.0,105.0,101.0,-2.4543188182059543
20.0,20.0,1.0,10.0,5.0,5.0,105.0,102.0,-3.432441404189517
20.0,20.0,1.0,10.0,5.0,5.0,105.0,103.0,-3.305140344161953
20.0,20.0,1.0,10.0,5.0,5.0,105.0,104.0,-2.627937245131918
20.0,20.0,1.0,1.0,5.0,5.0,101.0,101.0,-2.6810031254576785
20.0,20.0,1.0,1.0,5.0,5.0,101.0,102.0,-2.463312841616493
20.0,20.0,1.0,1.0,5.0,5.0,101.0,103.0,-2.4470570272946746
20.0,20.0,1.0,1.0,5.0,5.0,101.0,104.0,-3.4402333808576757
20.0,20.0,1.0,1.0,5.0,5.0,102.0,101.0,-2.7934885254125126
20.0,20.0,1.0,1.0,5.0,5.0,102.0,102.0,-2.067707876729104
20.0,20.0,1.0,1.0,5.0,5.0,102.0,103.0,-2.4314788150088673
20.0,20.0,1.0,1.0,5.0,5.0,102.0,104.0,-2.3289553476769638
20.0,20.0,1.0,1.0,5.0,5.0,103.0,101.0,-2.6701691383196127
20.0,20.0,1.0,1.0,5.0,5.0,103.0,102.0,-2.4705186802410135
20.0,20.0,1.0,1.0,5.0,5.0,103.0,103.0,-2.687751465419533
20.0,20.0,1.0,1.0,5.0,5.0,103.0,104.0,-2.5621966349295904
20.0,20.0,1.0,1.0,5.0,5.0,104.0,101.0,-2.2954579614958894
20.0,20.0,1.0,1.0,5.0,5.0,104.0,102.0,-2.589146033214152
20.0,20.0,1.0,1.0,5.0,5.0,104.0,103.0,-2.5796927777047176
20.0,20.0,1.0,1.0,5.0,5.0,104.0,104.0,-2.3607175120321866
20.0,20.0,1.0,1.0,5.0,5.0,105.0,101.0,-2.2538348089928952
20.0,20.0,1.0,1.0,5.0,5.0,105.0,102.0,-2.674663325048845
20.0,20.0,1.0,1.0,5.0,5.0,105.0,103.0,-2.56870684192823
20.0,20.0,1.0,1.0,5.0,5.0,105.0,104.0,-2.3184613077708978
20.0,20.0,1.0,2.0,5.0,5.0,101.0,101.0,-2.765279553435167
20.0,20.0,1.0,2.0,5.0,5.0,101.0,102.0,-2.5590535089405577
20.0,20.0,1.0,2.0,5.0,5.0,101.0,103.0,-2.4873385804584944
20.0,20.0,1.0,2.0,5.0,5.0,101.0,104.0,-3.876620894504828
20.0,20.0,1.0,2.0,5.0,5.0,102.0,101.0,-2.960602534502142
20.0,20.0,1.0,2.0,5.0,5.0,102.0,102.0,-1.979095996182672
20.0,20.0,1.0,2.0,5.0,5.0,102.0,103.0,-2.496070615011032
20.0,20.0,1.0,2.0,5.0,5.0,102.0,104.0,-2.352084162765604
20.0,20.0,1.0,2.0,5.0,5.0,103.0,101.0,-2.868472412421644
20.0,20.0,1.0,2.0,5.0,5.0,103.0,102.0,-2.546808982068668
20.0,20.0,1.0,2.0,5.0,5.0,103.0,103.0,-2.8455859878614236
20.0,20.0,1.0,2.0,5.0,5.0,103.0,104.0,-2.6601291594513334
20.0,20.0,1.0,2.0,5.0,5.0,104.0,101.0,-2.3367165949167368
20.0,20.0,1.0,2.0,5.0,5.0,104.0,102.0,-2.7895023752401618
20.0,20.0,1.0,2.0,5.0,5.0,104.0,103.0,-2.708046163028526
20.0,20.0,1.0,2.0,5.0,5.0,104.0,104.0,-2.3545570897576016
20.0,20.0,1.0,2.0,5.0,5.0,105.0,101.0,-2.2434833729024155
20.0,20.0,1.0,2.0,5.0,5.0,105.0,102.0,-2.8037902441368985
20.0,20.0,1.0,2.0,5.0,5.0,105.0,103.0,-2.6585006678219316
20.0,20.0,1.0,2.0,5.0,5.0,105.0,104.0,-2.326848225843574
20.0,20.0,1.0,3.0,5.0,5.0,101.0,101.0,-2.876591879834566
20.0,20.0,1.0,3.0,5.0,5.0,101.0,102.0,-2.7012439662655057
20.0,20.0,1.0,3.0,5.0,5.0,101.0,103.0,-2.548696845699106
20.0,20.0,1.0,3.0,5.0,5.0,101.0,104.0,-4.253640034288627
20.0,20.0,1.0,3.0,5.0,5.0,102.0,101.0,-3.106683546104599
20.0,20.0,1.0,3.0,5.0,5.0,102.0,102.0,-1.9798368311360517
20.0,20.0,1.0,3.0,5.0,5.0,102.0,103.0,-2.571194815125137
20.0,20.0,1.0,3.0,5.0,5.0,102.0,104.0,-2.401135649229414
20.0,20.0,1.0,3.0,5.0,5.0,103.0,101.0,-3.0497445876122904
20.0,20.0,1.0,3.0,5.0,5.0,103.0,102.0,-2.653907157895483
20.0,20.0,1.0,3.0,5.0,5.0,103.0,103.0,-2.965784598569659
20.0,20.0,1.0,3.0,5.0,5.0,103.0,104.0,-2.7706162163565904
20.0,20.0,1.0,3.0,5.0,5.0,104.0,101.0,-2.397173859701449
20.0,20.0,1.0,3.0,5.0,5.0,104.0,102.0,-2.9632994675952182
20.0,20.0,1.0,3.0,5.0,5.0,104.0,103.0,-2.8339284287726976
20.0,20.0,1.0,3.0,5.0,5.0,104.0,104.0,-2.395170896412802
20.0,20.0,1.0,3.0,5.0,5.0,105.0,101.0,-2.2648251338894916
20.0,20.0,1.0,3.0,5.0,5.0,105.0,102.0,-2.919795762600306
20.0,20.0,1.0,3.0,5.0,5.0,105.0,103.0,-2.7556932760740374
20.0,20.0,1.0,3.0,5.0,5.0,105.0,104.0,-2.3813495168524135
20.0,20.0,1.0,4.0,5.0,5.0,101.0,101.0,-2.9541555289205803
20.0,20.0,1.0,4.0,5.0,5.0,101.0,102.0,-2.826647145499816
20.0,20.0,1.0,4.0,5.0,5.0,101.0,103.0,-2.624301033165519
20.0,20.0,1.0,4.0,5.0,5.0,101.0,104.0,-4.4884806493340585
20.0,20.0,1.0,4.0,5.0,5.0,102.0,101.0,-3.2455642777512836
20.0,20.0,1.0,4.0,5.0,5.0,102.0,102.0,-2.0005241820031614
20.0,20.0,1.0,4.0,5.0,5.0,102.0,103.0,-2.640502665034139
20.0,20.0,1.0,4.0,5.0,5.0,102.0,104.0,-2.4495927089375025
20.0,20.0,1.0,4.0,5.0,5.0,103.0,101.0,-3.203125883420022
20.0,20.0,1.0,4.0,5.0,5.0,103.0,102.0,-2.767179204684664
20.0,20.0,1.0,4.0,5.0,5.0,103.0,103.0,-3.069987995996546
20.0,20.0,1.0,4.0,5.0,5.0,103.0,104.0,-2.882709046468231
20.0,20.0,1.0,4.0,5.0,5.0,104.0,101.0,-2.4604185790248523
20.0,20.0,1.0,4.0,5.0,5.0,104.0,102.0,-3.126270024961841
20.0,20.0,1.0,4.0,5.0,5.0,104.0,103.0,-2.9463981853875785
20.0,20.0,1.0,4.0,5.0,5.0,104.0,104.0,-2.4459705300662025
20.0,20.0,1.0,4.0,5.0,5.0,105.0,101.0,-2.297303470516522
20.0,20.0,1.0,4.0,5.0,5.0,105.0,102.0,-3.028146144216513
20.0,20.0,1.0,4.0,5.0,5.0,105.0,103.0,-2.8754892306194964
20.0,20.0,1.0,4.0,5.0,5.0,105.0,104.0,-2.4120091975714346
20.0,20.0,1.0,5.0,5.0,5.0,101.0,101.0,-3.0500838185623924
20.0,20.0,1.0,5.0,5.0,5.0,101.0,102.0,-2.955110386292368
20.0,20.0,1.0,5.0,5.0,5.0,101.0,103.0,-2.6721323261319223
20.0,20.0,1.0,5.0,5.0,5.0,101.0,104.0,-4.6558735316389415
20.0,20.0,1.0,5.0,5.0,5.0,102.0,101.0,-3.362441462506816
20.0,20.0,1.0,5.0,5.0,5.0,102.0,102.0,-2.0183148166236777
20.0,20.0,1.0,5.0,5.0,5.0,102.0,103.0,-2.724328344977166
20.0,20.0,1.0,5.0,5.0,5.0,102.0,104.0,-2.5028786215119223
20.0,20.0,1.0,5.0,5.0,5.0,103.0,101.0,-3.3328908882526918
20.0,20.0,1.0,5.0,5.0,5.0,103.0,102.0,-2.8493642375000685
20.0,20.0,1.0,5.0,5.0,5.0,103.0,103.0,-3.173128758720554
20.0,20.0,1.0,5.0,5.0,5.0,103.0,104.0,-2.9902375623570006
20.0,20.0,1.0,5.0,5.0,5.0,104.0,101.0,-2.5147520831402854
20.0,20.0,1.0,5.0,5.0,5.0,104.0,102.0,-3.254358890734087
20.0,20.0,1.0,5.0,5.0,5.0,104.0,103.0,-3.0626130271805088
20.0,20.0,1.0,5.0,5.0,5.0,104.0,104.0,-2.4905850215683953
20.0,20.0,1.0,5.0,5.0,5.0,105.0,101.0,-2.327396455883871
20.0,20.0,1.0,5.0,5.0,5.0,105.0,102.0,-3.1073632770405633
20.0,20.0,1.0,5.0,5.0,5.0,105.0,103.0,-2.949841411791237
20.0,20.0,1.0,5.0,5.0,5.0,105.0,104.0,-2.463775522751581
20.0,20.0,1.0,6.0,5.0,5.0,101.0,101.0,-3.127189132871334
20.0,20.0,1.0,6.0,5.0,5.0,101.0,102.0,-3.057199046031359
20.0,20.0,1.0,6.0,5.0,5.0,101.0,103.0,-2.7287873748526503
20.0,20.0,1.0,6.0,5.0,5.0,101.0,104.0,-4.865003935194668
20.0,20.0,1.0,6.0,5.0,5.0,102.0,101.0,-3.469479255098172
20.0,20.0,1.0,6.0,5.0,5.0,102.0,102.0,-2.0503524358442564
20.0,20.0,1.0,6.0,5.0,5.0,102.0,103.0,-2.781224457735342
20.0,20.0,1.0,6.0,5.0,5.0,102.0,104.0,-2.5441001698570815
20.0,20.0,1.0,6.0,5.0,5.0,103.0,101.0,-3.4577377057343996
20.0,20.0,1.0,6.0,5.0,5.0,103.0,102.0,-2.941579825004605
20.0,20.0,1.0,6.0,5.0,5.0,103.0,103.0,-3.2609537783816047
20.0,20.0,1.0,6.0,5.0,5.0,103.0,104.0,-3.0870423495103108
20.0,20.0,1.0,6.0,5.0,5.0,104.0,101.0,-2.57780608749536
20.0,20.0,1.0,6.0,5.0,5.0,104.0,102.0,-3.379410371806787
20.0,20.0,1.0,6.0,5.0,5.0,104.0,103.0,-3.1458149345053608
20.0,20.0,1.0,6.0,5.0,5.0,104.0,104.0,-2.5326079418454546
20.0,20.0,1.0,6.0,5.0,5.0,105.0,101.0,-2.3552710925149127
20.0,20.0,1.0,6.0,5.0,5.0,105.0,102.0,-3.1971117978143417
20.0,20.0,1.0,6.0,5.0,5.0,105.0,103.0,-3.034168575779045
20.0,20.0,1.0,6.0,5.0,5.0,105.0,104.0,-2.4960291123042566
20.0,20.0,1.0,7.0,5.0,5.0,101.0,101.0,-3.1866568800785364
