type,dist,nu,D,seed,distance
3.0,1.0,1.1,6.0,3.0,0.20252412467541753
3.0,1.0,1.1,7.0,3.0,0.21707731904544264
3.0,1.0,1.1,8.0,3.0,0.22922603235489403
3.0,1.0,1.1,9.0,3.0,0.23958679925280174
3.0,1.0,1.1,10.0,3.0,0.24860447809453598
3.0,1.0,1.1,11.0,3.0,0.2566059614412293
3.0,1.0,1.1,12.0,3.0,0.2637997004793151
3.0,1.0,1.1,13.0,3.0,0.2702447745571476
3.0,1.0,1.1,14.0,3.0,0.27609172449376257
3.0,1.0,1.1,15.0,3.0,0.28154234836018427
1.0,1.0,1.1,1.0,4.0,0.03067894010443564
1.0,1.0,1.1,2.0,4.0,0.0714829452082823
1.0,1.0,1.1,3.0,4.0,0.11647180139995073
1.0,1.0,1.1,4.0,4.0,0.1457690908136405
1.0,1.0,1.1,5.0,4.0,0.16698377071326256
1.0,1.0,1.1,6.0,4.0,0.18340553513469285
1.0,1.0,1.1,7.0,4.0,0.196735758478939
1.0,1.0,1.1,8.0,4.0,0.207881605729199
1.0,1.0,1.1,9.0,4.0,0.21743164369415374
1.0,1.0,1.1,10.0,4.0,0.22569083487780198
1.0,1.0,1.1,11.0,4.0,0.23306934945135466
1.0,1.0,1.1,12.0,4.0,0.23962771047606773
1.0,1.0,1.1,13.0,4.0,0.24556892032177655
1.0,1.0,1.1,14.0,4.0,0.25100988874846636
1.0,1.0,1.1,15.0,4.0,0.2560229565343086
2.0,1.0,1.1,3.0,4.0,0.16928243208673366
2.0,1.0,1.1,5.0,4.0,0.2612177345086007
2.0,1.0,1.1,7.0,4.0,0.31782856086873806
3.0,1.0,1.1,1.0,4.0,0.03067894010443564
3.0,1.0,1.1,2.0,4.0,0.08261074160379929
3.0,1.0,1.1,3.0,4.0,0.1340372173808344
3.0,1.0,1.1,4.0,4.0,0.16736436942524746
3.0,1.0,1.1,5.0,4.0,0.1914727522038662
3.0,1.0,1.1,6.0,4.0,0.21005668011502832
3.0,1.0,1.1,7.0,4.0,0.22531170128995245
3.0,1.0,1.1,8.0,4.0,0.23802301554512298
3.0,1.0,1.1,9.0,4.0,0.2488461399097195
3.0,1.0,1.1,10.0,4.0,0.2583662696340895
3.0,1.0,1.1,11.0,4.0,0.26668737257553193
3.0,1.0,1.1,12.0,4.0,0.2741416401435835
3.0,1.0,1.1,13.0,4.0,0.28096987788739863
3.0,1.0,1.1,14.0,4.0,0.2871687661672887
3.0,1.0,1.1,15.0,4.0,0.2927839732132768
1.0,1.0,1.1,1.0,5.0,0.023957875742701678
1.0,1.0,1.1,2.0,5.0,0.06988533343431447
1.0,1.0,1.1,3.0,5.0,0.11714127473004594
1.0,1.0,1.1,4.0,5.0,0.1475810976229913
1.0,1.0,1.1,5.0,5.0,0.16962795599953862
1.0,1.0,1.1,6.0,5.0,0.1866185153073301
1.0,1.0,1.1,7.0,5.0,0.2003939349759116
1.0,1.0,1.1,8.0,5.0,0.21194806901336247
1.0,1.0,1.1,9.0,5.0,0.22185703149570735
1.0,1.0,1.1,10.0,5.0,0.23041918470364756
1.0,1.0,1.1,11.0,5.0,0.2380199113472256
1.0,1.0,1.1,12.0,5.0,0.24483126224495533
1.0,1.0,1.1,13.0,5.0,0.2509650023005069
1.0,1.0,1.1,14.0,5.0,0.25654329393864145
1.0,1.0,1.1,15.0,5.0,0.2616266974733708
2.0,1.0,1.1,3.0,5.0,0.16802777445264735
2.0,1.0,1.1,5.0,5.0,0.2603744982511178
2.0,1.0,1.1,7.0,5.0,0.3171448270005826
3.0,1.0,1.1,1.0,5.0,0.023957875742701678
3.0,1.0,1.1,2.0,5.0,0.07873262474985877
3.0,1.0,1.1,3.0,5.0,0.13007976959619602
3.0,1.0,1.1,4.0,5.0,0.1629637499102348
3.0,1.0,1.1,5.0,5.0,0.1866924015092442
3.0,1.0,1.1,6.0,5.0,0.20513565687987426
3.0,1.0,1.1,7.0,5.0,0.22004817073118804
3.0,1.0,1.1,8.0,5.0,0.2326277522792024
3.0,1.0,1.1,9.0,5.0,0.2432650250994551
3.0,1.0,1.1,10.0,5.0,0.2525994999051115
3.0,1.0,1.1,11.0,5.0,0.260873807079432
3.0,1.0,1.1,12.0,5.0,0.26829298538658547
3.0,1.0,1.1,13.0,5.0,0.2748950857011736
3.0,1.0,1.1,14.0,5.0,0.28097318221094797
3.0,1.0,1.1,15.0,5.0,0.2866219704004018
1.0,1.0,2.0,1.0,1.0,0.16570951923281993
1.0,1.0,2.0,2.0,1.0,0.0815776383157851
1.0,1.0,2.0,3.0,1.0,0.043631199425663084
1.0,1.0,2.0,4.0,1.0,0.03716768642380251
1.0,1.0,2.0,5.0,1.0,0.04829965329641212
1.0,1.0,2.0,6.0,1.0,0.06196894881726054
1.0,1.0,2.0,7.0,1.0,0.07456272271017356
1.0,1.0,2.0,8.0,1.0,0.08572350606938868
1.0,1.0,2.0,9.0,1.0,0.09555608488926286
1.0,1.0,2.0,10.0,1.0,0.10421099315465888
1.0,1.0,2.0,11.0,1.0,0.11198071944904603
1.0,1.0,2.0,12.0,1.0,0.1189922377382292
1.0,1.0,2.0,13.0,1.0,0.12537067019187034
1.0,1.0,2.0,14.0,1.0,0.13124130805966278
1.0,1.0,2.0,15.0,1.0,0.13652440831648896
2.0,1.0,2.0,3.0,1.0,0.02720674813873742
2.0,1.0,2.0,5.0,1.0,0.1342618935010055
2.0,1.0,2.0,7.0,1.0,0.20232719771592905
3.0,1.0,2.0,1.0,1.0,0.16570951923281993
3.0,1.0,2.0,2.0,1.0,0.0731733683800314
3.0,1.0,2.0,3.0,1.0,0.035285872656033175
3.0,1.0,2.0,4.0,1.0,0.04040289120701177
3.0,1.0,2.0,5.0,1.0,0.05878009878251573
3.0,1.0,2.0,6.0,1.0,0.07590873718181732
3.0,1.0,2.0,7.0,1.0,0.09057614065899794
3.0,1.0,2.0,8.0,1.0,0.10309626116904178
3.0,1.0,2.0,9.0,1.0,0.11398739723374228
3.0,1.0,2.0,10.0,1.0,0.12349011339139973
3.0,1.0,2.0,11.0,1.0,0.13192018920692924
3.0,1.0,2.0,12.0,1.0,0.13952075766959302
3.0,1.0,2.0,13.0,1.0,0.1463439055718268
3.0,1.0,2.0,14.0,1.0,0.15260186033958625
3.0,1.0,2.0,15.0,1.0,0.15835920180223892
1.0,1.0,2.0,1.0,2.0,0.16570018527715755
1.0,1.0,2.0,2.0,2.0,0.08160490627391155
1.0,1.0,2.0,3.0,2.0,0.04357226470964077
1.0,1.0,2.0,4.0,2.0,0.03688788667684531
1.0,1.0,2.0,5.0,2.0,0.047881730243162356
1.0,1.0,2.0,6.0,2.0,0.06155130129834118
1.0,1.0,2.0,7.0,2.0,0.07418225151455995
1.0,1.0,2.0,8.0,2.0,0.08530394576342946
1.0,1.0,2.0,9.0,2.0,0.09506517793963438
1.0,1.0,2.0,10.0,2.0,0.10380758545689384
1.0,1.0,2.0,11.0,2.0,0.11160496338616135
1.0,1.0,2.0,12.0,2.0,0.1185593295521331
1.0,1.0,2.0,13.0,2.0,0.12495605348557479
1.0,1.0,2.0,14.0,2.0,0.1307768175849963
1.0,1.0,2.0,15.0,2.0,0.13612095820148154
2.0,1.0,2.0,3.0,2.0,0.027060010195736683
2.0,1.0,2.0,5.0,2.0,0.13423638100976476
2.0,1.0,2.0,7.0,2.0,0.20231747366470335
3.0,1.0,2.0,1.0,2.0,0.16570018527715755
3.0,1.0,2.0,2.0,2.0,0.07300084191675905
3.0,1.0,2.0,3.0,2.0,0.035156887228486394
3.0,1.0,2.0,4.0,2.0,0.04096552619703945
3.0,1.0,2.0,5.0,2.0,0.059972547435354864
3.0,1.0,2.0,6.0,2.0,0.0775902089461994
3.0,1.0,2.0,7.0,2.0,0.09259455468329028
3.0,1.0,2.0,8.0,2.0,0.1055024468216119
3.0,1.0,2.0,9.0,2.0,0.11664672288681288
3.0,1.0,2.0,10.0,2.0,0.12647650075373085
3.0,1.0,2.0,11.0,2.0,0.13515642585175225
3.0,1.0,2.0,12.0,2.0,0.14296386329154823
3.0,1.0,2.0,13.0,2.0,0.15009924842519076
3.0,1.0,2.0,14.0,2.0,0.15655191740538357
3.0,1.0,2.0,15.0,2.0,0.16241830476761865
1.0,1.0,2.0,1.0,3.0,0.16594432507682172
1.0,1.0,2.0,2.0,3.0,0.08211185852211204
1.0,1.0,2.0,3.0,3.0,0.04499689683819145
1.0,1.0,2.0,4.0,3.0,0.039512642108054885
1.0,1.0,2.0,5.0,3.0,0.05073755837055171
1.0,1.0,2.0,6.0,3.0,0.0644022300405651
1.0,1.0,2.0,7.0,3.0,0.07717717178040888
1.0,1.0,2.0,8.0,3.0,0.08841217885159812
1.0,1.0,2.0,9.0,3.0,0.09832478681009585
1.0,1.0,2.0,10.0,3.0,0.10715014138263111
1.0,1.0,2.0,11.0,3.0,0.1150674695422515
1.0,1.0,2.0,12.0,3.0,0.12216055586317169
1.0,1.0,2.0,13.0,3.0,0.12864756216431467
1.0,1.0,2.0,14.0,3.0,0.134551429138551
1.0,1.0,2.0,15.0,3.0,0.13991823175128096
2.0,1.0,2.0,3.0,3.0,0.029713936949676212
2.0,1.0,2.0,5.0,3.0,0.13484341929389118
2.0,1.0,2.0,7.0,3.0,0.20271032191987912
3.0,1.0,2.0,1.0,3.0,0.16594432507682172
3.0,1.0,2.0,2.0,3.0,0.07409694182184223
3.0,1.0,2.0,3.0,3.0,0.0369840680521523
3.0,1.0,2.0,4.0,3.0,0.041475004010465846
3.0,1.0,2.0,5.0,3.0,0.059119141230453136
3.0,1.0,2.0,6.0,3.0,0.07577811430640122
3.0,1.0,2.0,7.0,3.0,0.09012127277126623
3.0,1.0,2.0,8.0,3.0,0.10244660033777894
3.0,1.0,2.0,9.0,3.0,0.11313982035502247
3.0,1.0,2.0,10.0,3.0,0.12252677835649896
3.0,1.0,2.0,11.0,3.0,0.13088475204919153
3.0,1.0,2.0,12.0,3.0,0.13838457066350723
3.0,1.0,2.0,13.0,3.0,0.14514181622941452
3.0,1.0,2.0,14.0,3.0,0.15134558585882707
3.0,1.0,2.0,15.0,3.0,0.15704114555502616
1.0,1.0,2.0,1.0,4.0,0.16630285389403848
1.0,1.0,2.0,2.0,4.0,0.0836514917099775
1.0,1.0,2.0,3.0,4.0,0.04752972342856502
1.0,1.0,2.0,4.0,4.0,0.04075842118973064
1.0,1.0,2.0,5.0,4.0,0.04995752449681214
1.0,1.0,2.0,6.0,4.0,0.06218959895525518
1.0,1.0,2.0,7.0,4.0,0.0737385725271761
1.0,1.0,2.0,8.0,4.0,0.08407205456343346
1.0,1.0,2.0,9.0,4.0,0.09323433885724394
1.0,1.0,2.0,10.0,4.0,0.10138651934350991
1.0,1.0,2.0,11.0,4.0,0.1086906805891463
1.0,1.0,2.0,12.0,4.0,0.11528390328856154
1.0,1.0,2.0,13.0,4.0,0.1212859487257633
1.0,1.0,2.0,14.0,4.0,0.1267684038766946
1.0,1.0,2.0,15.0,4.0,0.13181834579698049
2.0,1.0,2.0,3.0,4.0,0.03288591049262702
2.0,1.0,2.0,5.0,4.0,0.13568663341496245
2.0,1.0,2.0,7.0,4.0,0.20332113370286742
3.0,1.0,2.0,1.0,4.0,0.16633186890739454
3.0,1.0,2.0,2.0,4.0,0.07448169435379222
3.0,1.0,2.0,3.0,4.0,0.03924754855170516
3.0,1.0,2.0,4.0,4.0,0.0455100790656649
3.0,1.0,2.0,5.0,4.0,0.06378910964571541
3.0,1.0,2.0,6.0,4.0,0.0813701266139254
3.0,1.0,2.0,7.0,4.0,0.09632706795410048
3.0,1.0,2.0,8.0,4.0,0.10922318271000125
3.0,1.0,2.0,9.0,4.0,0.12038408247770521
3.0,1.0,2.0,10.0,4.0,0.13022237879148976
3.0,1.0,2.0,11.0,4.0,0.13889539469328702
3.0,1.0,2.0,12.0,4.0,0.14680906179798786
3.0,1.0,2.0,13.0,4.0,0.1538879710034783
3.0,1.0,2.0,14.0,4.0,0.16032754694700505
3.0,1.0,2.0,15.0,4.0,0.1663289117029749
1.0,1.0,2.0,1.0,5.0,0.1656912214205702
1.0,1.0,2.0,2.0,5.0,0.081566297934135
1.0,1.0,2.0,3.0,5.0,0.04355058290253447
1.0,1.0,2.0,4.0,5.0,0.0369077228419884
1.0,1.0,2.0,5.0,5.0,0.04787604874988966
1.0,1.0,2.0,6.0,5.0,0.06150760624699976
1.0,1.0,2.0,7.0,5.0,0.07400259449237105
1.0,1.0,2.0,8.0,5.0,0.08509693859839149
1.0,1.0,2.0,9.0,5.0,0.09489608165670006
1.0,1.0,2.0,10.0,5.0,0.1035217129369717
1.0,1.0,2.0,11.0,5.0,0.1112176856625987
1.0,1.0,2.0,12.0,5.0,0.11813412997883971
1.0,1.0,2.0,13.0,5.0,0.12446326354792893
1.0,1.0,2.0,14.0,5.0,0.13021104336281317
1.0,1.0,2.0,15.0,5.0,0.13552859348621835
2.0,1.0,2.0,3.0,5.0,0.02695897606725348
2.0,1.0,2.0,5.0,5.0,0.13420523137902796
2.0,1.0,2.0,7.0,5.0,0.2022840634267418
3.0,1.0,2.0,1.0,5.0,0.16568711351119741
3.0,1.0,2.0,2.0,5.0,0.07301691428058771
3.0,1.0,2.0,3.0,5.0,0.03494471808835191
3.0,1.0,2.0,4.0,5.0,0.04044996268713612
3.0,1.0,2.0,5.0,5.0,0.05921767226129384
3.0,1.0,2.0,6.0,5.0,0.07663813452184566
3.0,1.0,2.0,7.0,5.0,0.09153705577703038
3.0,1.0,2.0,8.0,5.0,0.10437935158355785
3.0,1.0,2.0,9.0,5.0,0.1154618422710685
3.0,1.0,2.0,10.0,5.0,0.1251350745317085
3.0,1.0,2.0,11.0,5.0,0.13378217254886698
3.0,1.0,2.0,12.0,5.0,0.14157836711579266
3.0,1.0,2.0,13.0,5.0,0.1485441095170614
3.0,1.0,2.0,14.0,5.0,0.15495050202828844
3.0,1.0,2.0,15.0,5.0,0.16085319172416543
1.0,1.0,2.5,1.0,1.0,0.21354429355396978
1.0,1.0,2.5,2.0,1.0,0.13288037046726375
1.0,1.0,2.5,3.0,1.0,0.0903413630881889
1.0,1.0,2.5,4.0,1.0,0.06541592558729177
1.0,1.0,2.5,5.0,1.0,0.05219320711348532
1.0,1.0,2.5,6.0,1.0,0.04775983984191888
1.0,1.0,2.5,7.0,1.0,0.04923921782122061
1.0,1.0,2.5,8.0,1.0,0.05378561561769371
1.0,1.0,2.5,9.0,1.0,0.05952625210118459
1.0,1.0,2.5,10.0,1.0,0.06555797376650334
1.0,1.0,2.5,11.0,1.0,0.07150266133255839
1.0,1.0,2.5,12.0,1.0,0.07720626803194482
1.0,1.0,2.5,13.0,1.0,0.08259996848370373
1.0,1.0,2.5,14.0,1.0,0.08758321613014862
1.0,1.0,2.5,15.0,1.0,0.09237227431400963
2.0,1.0,2.5,3.0,1.0,0.02878449408601314
2.0,1.0,2.5,5.0,1.0,0.08174360275909494
2.0,1.0,2.5,7.0,1.0,0.15376919803170366
3.0,1.0,2.5,1.0,1.0,0.21353671983289715
3.0,1.0,2.5,2.0,1.0,0.12472980357462295
3.0,1.0,2.5,3.0,1.0,0.07827996971391024
3.0,1.0,2.5,4.0,1.0,0.053087643471413856
3.0,1.0,2.5,5.0,1.0,0.04394336665833569
3.0,1.0,2.5,6.0,1.0,0.04640744031187634
3.0,1.0,2.5,7.0,1.0,0.05401104959110949
3.0,1.0,2.5,8.0,1.0,0.06290869944912855
3.0,1.0,2.5,9.0,1.0,0.07169136767852279
3.0,1.0,2.5,10.0,1.0,0.07991214703673162
3.0,1.0,2.5,11.0,1.0,0.08747544165720224
3.0,1.0,2.5,12.0,1.0,0.09444608394325427
3.0,1.0,2.5,13.0,1.0,0.10082796793536206
3.0,1.0,2.5,14.0,1.0,0.10672243070540116
3.0,1.0,2.5,15.0,1.0,0.11220312713982285
1.0,1.0,2.5,1.0,2.0,0.21353698042077005
1.0,1.0,2.5,2.0,2.0,0.13290717279275008
1.0,1.0,2.5,3.0,2.0,0.09040231850651602
1.0,1.0,2.5,4.0,2.0,0.06545450669920792
1.0,1.0,2.5,5.0,2.0,0.05217118594655666
1.0,1.0,2.5,6.0,2.0,0.04770789201819305
1.0,1.0,2.5,7.0,2.0,0.04914659780812773
1.0,1.0,2.5,8.0,2.0,0.053665450809761664
1.0,1.0,2.5,9.0,2.0,0.05938475544103953
1.0,1.0,2.5,10.0,2.0,0.06547998568624437
1.0,1.0,2.5,11.0,2.0,0.0714698959926761
1.0,1.0,2.5,12.0,2.0,0.0770996487049447
1.0,1.0,2.5,13.0,2.0,0.08253949153629077
1.0,1.0,2.5,14.0,2.0,0.08752672752627365
1.0,1.0,2.5,15.0,2.0,0.09233655790821886
2.0,1.0,2.5,3.0,2.0,0.028713903316207375
2.0,1.0,2.5,5.0,2.0,0.08172273967397349
2.0,1.0,2.5,7.0,2.0,0.15375703610984867
3.0,1.0,2.5,1.0,2.0,0.2135358832173066
3.0,1.0,2.5,2.0,2.0,0.12463254076352179
3.0,1.0,2.5,3.0,2.0,0.07807948298920063
3.0,1.0,2.5,4.0,2.0,0.05281449234829513
3.0,1.0,2.5,5.0,2.0,0.04399061049672772
3.0,1.0,2.5,6.0,2.0,0.04697212575457137
3.0,1.0,2.5,7.0,2.0,0.055049845672268206
3.0,1.0,2.5,8.0,2.0,0.06433986519880217
3.0,1.0,2.5,9.0,2.0,0.07342596097281474
3.0,1.0,2.5,10.0,2.0,0.08192202440795868
3.0,1.0,2.5,11.0,2.0,0.08976284860730092
3.0,1.0,2.5,12.0,2.0,0.09695421279332542
3.0,1.0,2.5,13.0,2.0,0.10358480445322862
3.0,1.0,2.5,14.0,2.0,0.10969500782932608
3.0,1.0,2.5,15.0,2.0,0.11536098932182774
1.0,1.0,2.5,1.0,3.0,0.2136851343316989
1.0,1.0,2.5,2.0,3.0,0.13310753113856746
1.0,1.0,2.5,3.0,3.0,0.09068634151497598
1.0,1.0,2.5,4.0,3.0,0.0660934934504177
1.0,1.0,2.5,5.0,3.0,0.053300847095831695
1.0,1.0,2.5,6.0,3.0,0.0493114761751156
1.0,1.0,2.5,7.0,3.0,0.05119529088934211
1.0,1.0,2.5,8.0,3.0,0.05594315417665018
1.0,1.0,2.5,9.0,3.0,0.06189672662408812
1.0,1.0,2.5,10.0,3.0,0.06814531270109826
1.0,1.0,2.5,11.0,3.0,0.07426352339890209
1.0,1.0,2.5,12.0,3.0,0.08005959617952522
1.0,1.0,2.5,13.0,3.0,0.08554689462204856
1.0,1.0,2.5,14.0,3.0,0.09065684194452904
1.0,1.0,2.5,15.0,3.0,0.09553784899264835
2.0,1.0,2.5,3.0,3.0,0.030758617882982967
2.0,1.0,2.5,5.0,3.0,0.08256430533623949
2.0,1.0,2.5,7.0,3.0,0.1542214788522579
3.0,1.0,2.5,1.0,3.0,0.21366711417032386
3.0,1.0,2.5,2.0,3.0,0.125182181932439
3.0,1.0,2.5,3.0,3.0,0.07907112942958605
3.0,1.0,2.5,4.0,3.0,0.054285271528154544
3.0,1.0,2.5,5.0,3.0,0.04519634022721285
3.0,1.0,2.5,6.0,3.0,0.04722655522872901
3.0,1.0,2.5,7.0,3.0,0.05439533078856946
3.0,1.0,2.5,8.0,3.0,0.06298030493369706
3.0,1.0,2.5,9.0,3.0,0.07151394814258506
3.0,1.0,2.5,10.0,3.0,0.07953501327540022
3.0,1.0,2.5,11.0,3.0,0.0869456687198494
3.0,1.0,2.5,12.0,3.0,0.09379462499721405
3.0,1.0,2.5,13.0,3.0,0.10004576741319031
3.0,1.0,2.5,14.0,3.0,0.1058903774046655
3.0,1.0,2.5,15.0,3.0,0.11128293315998397
1.0,1.0,2.5,1.0,4.0,0.21389976118694426
1.0,1.0,2.5,2.0,4.0,0.13396680567223238
1.0,1.0,2.5,3.0,4.0,0.09232294514163647
1.0,1.0,2.5,4.0,4.0,0.06834653801474089
1.0,1.0,2.5,5.0,4.0,0.05548718079232101
1.0,1.0,2.5,6.0,4.0,0.05097860109093017
1.0,1.0,2.5,7.0,4.0,0.05169664035340812
1.0,1.0,2.5,8.0,4.0,0.0553273253835407
1.0,1.0,2.5,9.0,4.0,0.06024588201129299
1.0,1.0,2.5,10.0,4.0,0.06553214772485211
1.0,1.0,2.5,11.0,4.0,0.07086638479030559
1.0,1.0,2.5,12.0,4.0,0.07603587880030402
1.0,1.0,2.5,13.0,4.0,0.08092515216133071
1.0,1.0,2.5,14.0,4.0,0.08556132071982168
1.0,1.0,2.5,15.0,4.0,0.08993981521235883
2.0,1.0,2.5,3.0,4.0,0.03343362822384197
2.0,1.0,2.5,5.0,4.0,0.08389110411345013
2.0,1.0,2.5,7.0,4.0,0.15502348723821127
3.0,1.0,2.5,1.0,4.0,0.21391864796210727
3.0,1.0,2.5,2.0,4.0,0.12529900698479868
3.0,1.0,2.5,3.0,4.0,0.07931966177162574
3.0,1.0,2.5,4.0,4.0,0.05501761671312299
3.0,1.0,2.5,5.0,4.0,0.04718535495258849
3.0,1.0,2.5,6.0,4.0,0.05054172448226612
3.0,1.0,2.5,7.0,4.0,0.05877191748932738
3.0,1.0,2.5,8.0,4.0,0.06811420144786089
3.0,1.0,2.5,9.0,4.0,0.07720579356992073
3.0,1.0,2.5,10.0,4.0,0.08571263102601857
3.0,1.0,2.5,11.0,4.0,0.0936267265516032
3.0,1.0,2.5,12.0,4.0,0.10080166995876441
3.0,1.0,2.5,13.0,4.0,0.10737231984772228
3.0,1.0,2.5,14.0,4.0,0.11347717052038221
3.0,1.0,2.5,15.0,4.0,0.11930696817600098
1.0,1.0,2.5,1.0,5.0,0.21352898572911372
1.0,1.0,2.5,2.0,5.0,0.13288828616786144
1.0,1.0,2.5,3.0,5.0,0.09036526163127732
1.0,1.0,2.5,4.0,5.0,0.06545015441822567
1.0,1.0,2.5,5.0,5.0,0.05217374598346
1.0,1.0,2.5,6.0,5.0,0.047702320597341016
1.0,1.0,2.5,7.0,5.0,0.049097989434304885
1.0,1.0,2.5,8.0,5.0,0.05358487855169992
1.0,1.0,2.5,9.0,5.0,0.059252051270516914
1.0,1.0,2.5,10.0,5.0,0.06525238769994329
1.0,1.0,2.5,11.0,5.0,0.0711920872923925
1.0,1.0,2.5,12.0,5.0,0.07674942148793419
1.0,1.0,2.5,13.0,5.0,0.0821083257943104
1.0,1.0,2.5,14.0,5.0,0.08713146141747377
1.0,1.0,2.5,15.0,5.0,0.0918069024520362
2.0,1.0,2.5,3.0,5.0,0.028643044765140027
2.0,1.0,2.5,5.0,5.0,0.0816995475347644
2.0,1.0,2.5,7.0,5.0,0.15373192923163548
3.0,1.0,2.5,1.0,5.0,0.21352898572911372
3.0,1.0,2.5,2.0,5.0,0.12465070993792322
