,AIR_TIME,DISTANCE,origin,dest
322,80.0,551,60,52
323,130.0,882,52,91
324,110.0,882,91,52
325,106.0,757,52,23
326,102.0,757,23,52
327,151.0,985,52,26
328,124.0,985,26,52
329,147.0,1005,52,65
330,235.0,1514,65,47
331,115.0,861,52,69
332,122.0,861,69,52
333,105.0,757,52,23
334,127.0,948,23,55
335,131.0,1013,55,69
336,125.0,862,25,48
337,107.0,862,48,25
338,104.0,794,25,80
339,112.0,794,80,25
340,127.0,853,25,79
341,79.0,602,70,25
342,119.0,853,25,79
343,44.0,258,79,47
344,44.0,236,47,48
345,40.0,236,48,47
346,47.0,258,47,79
347,109.0,853,79,25
348,112.0,853,79,25
349,109.0,896,25,56
350,141.0,896,56,25
351,57.0,420,25,43
352,73.0,420,43,25
353,100.0,862,48,25
354,149.0,1337,25,20
355,196.0,1337,20,25
356,90.0,692,25,18
357,121.0,692,18,25
358,76.0,391,25,87
359,173.0,1169,52,36
360,153.0,1169,36,52
361,221.0,1520,52,22
362,105.0,604,22,47
363,43.0,226,47,89
364,37.0,226,89,47
365,228.0,2174,47,55
366,96.0,758,52,41
367,107.0,758,41,52
368,127.0,861,52,69
369,172.0,1089,69,60
370,133.0,1089,60,69
371,232.0,1476,24,25
372,164.0,1476,25,24
373,211.0,1476,24,25
374,153.0,967,25,84
375,115.0,680,59,25
376,102.0,888,25,65
377,198.0,1747,47,3
378,94.0,701,3,94
379,138.0,985,94,67
380,123.0,985,67,94
381,114.0,701,94,3
382,251.0,1747,3,47
383,152.0,971,45,52
384,121.0,950,52,49
385,123.0,762,49,3
386,86.0,594,3,55
387,132.0,879,23,78
388,145.0,1084,78,28
389,275.0,1749,28,47
390,99.0,641,26,25
391,133.0,853,25,79
392,47.0,258,79,47
393,47.0,236,47,48
394,37.0,236,48,47
395,47.0,258,47,79
396,101.0,853,79,25
397,62.0,356,76,3
398,64.0,404,3,52
399,115.0,896,52,94
400,138.0,985,94,67
401,129.0,985,67,94
402,85.0,604,47,22
403,94.0,551,22,70
404,74.0,602,70,25
405,138.0,846,25,89
406,100.0,846,89,25
407,147.0,1120,65,78
408,145.0,1200,78,74
409,185.0,1200,74,78
410,139.0,1025,78,19
411,345.0,2227,30,47
412,48.0,255,47,70
413,149.0,1023,30,67
414,130.0,1023,67,30
415,308.0,2133,30,70
416,154.0,1440,70,65
417,160.0,1028,94,78
418,233.0,1607,78,25
419,80.0,641,25,26
420,134.0,1201,25,19
421,97.0,862,48,25
422,100.0,602,25,70
423,48.0,255,70,47
424,169.0,1524,47,56
425,236.0,1524,56,47
426,227.0,2227,47,30
427,147.0,1075,56,93
428,66.0,406,93,3
429,107.0,795,3,45
430,158.0,1092,45,33
431,137.0,1092,33,45
432,79.0,602,70,25
433,97.0,533,51,25
434,154.0,888,65,25
435,102.0,628,25,47
436,123.0,806,47,35
437,116.0,806,35,47
438,186.0,1824,47,19
439,128.0,1149,70,27
440,183.0,1149,27,70
441,47.0,255,70,47
442,180.0,1749,47,28
443,118.0,937,52,30
444,123.0,746,30,3
445,65.0,406,3,93
446,139.0,920,93,69
447,338.0,2176,69,47
448,57.0,386,85,47
449,43.0,255,47,70
450,49.0,255,70,47
451,65.0,386,47,85
452,166.0,1506,25,93
453,225.0,1506,93,25
454,158.0,1436,25,76
455,226.0,1436,76,25
456,279.0,1984,93,47
457,48.0,255,47,70
458,74.0,551,70,22
459,180.0,1520,22,52
460,120.0,971,52,45
461,137.0,795,45,3
462,59.0,356,3,76
463,95.0,700,76,55
464,144.0,1096,55,49
465,150.0,1096,49,55
466,168.0,1183,56,78
467,204.0,1416,78,59
468,182.0,1416,59,78
469,141.0,1120,78,65
470,73.0,628,47,25
471,149.0,909,25,88
472,104.0,909,88,25
473,68.0,397,47,88
474,55.0,397,88,47
475,44.0,236,47,48
476,36.0,236,48,47
477,154.0,1189,86,52
478,103.0,719,52,82
479,101.0,719,82,52
480,92.0,616,52,11
481,254.0,1590,3,87
482,191.0,1590,87,3
483,61.0,404,3,52
484,128.0,937,52,30
485,296.0,2174,55,47
486,79.0,604,47,22
487,99.0,551,22,70
488,71.0,551,70,22
489,104.0,604,22,47
490,204.0,1984,47,93
491,84.0,589,25,27
492,145.0,1141,27,52
493,148.0,1041,52,80
494,122.0,1041,80,52
495,59.0,404,52,3
496,224.0,1440,65,70
497,189.0,1737,70,19
498,269.0,1737,19,70
499,216.0,2133,70,30
500,229.0,2154,47,66
501,93.0,655,66,52
502,120.0,861,52,69
503,117.0,861,69,52
504,122.0,812,23,90
505,125.0,967,90,19
506,132.0,967,19,90
507,109.0,812,90,23
508,104.0,773,23,93
509,126.0,861,69,52
510,122.0,971,52,45
511,147.0,1026,94,33
512,135.0,1026,33,94
513,126.0,896,94,52
514,119.0,895,52,19
515,270.0,1824,19,47
516,210.0,2026,47,76
517,70.0,533,25,51
518,108.0,628,25,47
519,212.0,2039,47,52
520,191.0,1709,25,55
521,241.0,1709,55,25
522,135.0,862,25,48
523,205.0,1947,48,3
524,233.0,2176,47,69
525,139.0,920,69,93
526,130.0,1034,93,45
527,182.0,1199,3,25
528,89.0,680,25,59
529,115.0,680,59,25
530,105.0,628,25,47
531,72.0,628,47,25
532,101.0,602,25,70
533,72.0,602,70,25
534,143.0,1101,78,45
535,172.0,1101,45,78
536,152.0,1205,78,2
537,182.0,1205,2,78
538,146.0,955,94,93
539,120.0,920,93,69
540,149.0,957,69,90
541,132.0,957,90,69
542,85.0,594,55,3
543,270.0,1947,3,48
544,98.0,862,48,25
545,87.0,524,25,16
546,67.0,524,16,25
547,182.0,1607,25,78
548,175.0,1052,45,67
549,139.0,1052,67,45
550,139.0,971,45,52
551,94.0,655,52,66
552,335.0,2154,66,47
553,161.0,1084,28,78
554,132.0,993,78,69
555,149.0,993,69,78
556,119.0,879,78,23
557,238.0,1569,23,70
558,157.0,1109,52,57
559,141.0,1109,57,52
560,157.0,1141,52,27
561,99.0,589,27,25
562,145.0,1025,19,78
563,176.0,1299,78,63
564,161.0,1299,63,78
565,127.0,1028,78,94
566,135.0,994,4,52
567,138.0,994,52,4
568,160.0,1085,30,55
569,100.0,700,55,76
570,73.0,534,76,52
571,175.0,1569,70,23
572,115.0,879,23,78
573,127.0,945,78,44
574,126.0,945,44,78
575,153.0,1183,78,56
576,154.0,1034,45,93
577,154.0,1277,93,75
578,186.0,1277,75,93
579,127.0,955,93,94
580,197.0,1201,19,25
581,81.0,391,25,87
582,54.0,391,87,25
583,82.0,680,25,59
584,135.0,1199,25,3
585,94.0,762,3,49
586,131.0,950,49,52
587,175.0,1072,52,51
588,133.0,1072,51,52
589,133.0,920,69,93
590,141.0,1104,93,92
591,166.0,1104,92,93
592,137.0,1075,93,56
593,79.0,612,76,12
594,101.0,612,12,76
595,186.0,1433,76,86
596,192.0,1433,86,76
597,292.0,2026,76,47
598,85.0,616,11,52
599,286.0,2039,52,47
600,55.0,368,47,87
601,63.0,368,87,47
602,139.0,1085,55,30
603,147.0,1085,30,55
604,149.0,1085,55,30
605,139.0,937,30,52
606,109.0,802,52,21
607,101.0,802,21,52
608,119.0,896,52,94
609,129.0,896,94,52
610,77.0,628,47,25
611,77.0,616,25,99
612,95.0,616,99,25
613,160.0,1476,25,24
614,103.0,967,84,25
615,156.0,1476,25,24
616,231.0,1476,24,25
617,106.0,639,25,96
618,79.0,639,96,25
619,131.0,895,19,52
620,143.0,1189,52,86
621,61.0,404,52,3
622,93.0,746,3,30
623,148.0,937,30,52
624,71.0,449,52,38
625,64.0,449,38,52
626,79.0,534,52,76
627,168.0,1197,55,65
628,156.0,1197,65,55
629,138.0,1045,55,86
630,227.0,1576,86,69
631,162.0,1558,25,69
632,163.0,993,69,78
633,135.0,1025,78,19
634,129.0,927,19,93
635,115.0,927,93,19
636,88.0,449,69,20
637,277.0,1916,20,47
638,75.0,414,47,84
639,63.0,414,84,47
640,201.0,1916,47,20
641,158.0,967,25,84
642,110.0,967,84,25
643,101.0,775,25,4
644,115.0,775,4,25
645,230.0,1576,69,86
646,226.0,1576,86,69
647,125.0,675,69,11
648,84.0,675,11,69
649,179.0,1546,25,52
650,115.0,834,52,71
651,109.0,834,71,52
652,154.0,1066,52,56
653,136.0,1066,56,52
654,138.0,1072,52,74
655,119.0,861,69,52
656,136.0,1011,52,14
657,137.0,1011,14,52
658,168.0,1072,74,52
659,82.0,468,52,20
660,69.0,468,20,52
661,125.0,882,52,91
662,111.0,882,91,52
663,115.0,861,52,69
664,63.0,449,20,69
665,258.0,1558,69,25
666,155.0,948,25,85
667,115.0,948,85,25
668,103.0,628,25,47
669,202.0,1371,91,47
670,76.0,628,47,25
671,165.0,1514,47,65
672,131.0,1005,65,52
673,148.0,1189,52,86
674,150.0,1189,86,52
675,107.0,757,52,23
676,127.0,1090,47,4
677,163.0,1090,4,47
678,151.0,1222,47,42
679,182.0,1222,42,47
680,188.0,1546,25,52
681,217.0,1546,52,25
682,234.0,1546,52,25
683,117.0,862,25,42
684,122.0,862,42,25
685,153.0,1371,47,91
686,133.0,927,19,93
687,123.0,927,93,19
688,133.0,1025,19,78
689,139.0,993,78,69
690,137.0,1013,69,55
691,138.0,1121,52,12
692,165.0,1121,12,52
693,150.0,1005,52,65
694,240.0,1514,65,47
695,108.0,757,23,52
696,130.0,854,52,42
697,108.0,854,42,52
698,129.0,957,52,28
699,134.0,957,28,52
700,184.0,1678,47,23
701,258.0,1678,23,47
702,236.0,1576,69,86
703,226.0,1608,86,30
704,239.0,1608,30,86
705,136.0,1045,86,55
706,148.0,1013,55,69
707,119.0,853,79,25
708,94.0,826,25,57
709,142.0,826,57,25
710,125.0,853,25,79
711,57.0,483,25,34
712,78.0,483,34,25
713,100.0,602,25,70
714,154.0,1337,25,20
715,203.0,1337,20,25
716,84.0,641,25,26
717,103.0,641,26,25
718,77.0,391,25,87
719,52.0,391,87,25
720,140.0,862,25,48
722,99.0,628,25,47
723,173.0,1587,47,11
724,158.0,1085,55,30
725,145.0,1085,30,55
726,152.0,1085,55,30
727,127.0,861,69,52
728,98.0,616,52,11
729,111.0,967,84,25
730,127.0,1069,25,23
731,146.0,967,25,84
732,156.0,888,65,25
733,130.0,846,25,89
734,85.0,628,47,25
735,308.0,2174,55,47
736,123.0,1099,47,63
737,168.0,1099,63,47
738,47.0,255,47,70
739,224.0,2133,70,30
740,167.0,1590,47,44
741,107.0,829,44,52
742,142.0,957,52,28
743,261.0,1671,28,70
744,296.0,2039,52,47
745,81.0,628,47,25
746,94.0,628,25,47
747,221.0,2039,47,52
748,181.0,1709,25,55
749,240.0,1709,55,25
750,152.0,1476,25,24
751,231.0,1476,24,25
752,140.0,985,94,67
753,132.0,951,67,69
754,134.0,920,69,93
755,123.0,920,93,69
756,318.0,2176,69,47
757,114.0,895,19,52
758,140.0,1396,70,57
759,240.0,1396,57,70
760,44.0,255,70,47
761,41.0,226,47,89
762,37.0,226,89,47
763,178.0,1824,47,19
764,133.0,770,91,25
765,101.0,641,26,25
766,84.0,680,25,59
767,115.0,680,59,25
768,100.0,977,25,44
769,156.0,977,44,25
770,87.0,641,25,26
771,144.0,1085,30,55
772,160.0,1145,55,28
773,262.0,1749,28,47
774,177.0,1749,47,28
775,152.0,1052,45,67
776,135.0,1052,67,45
777,156.0,1092,45,33
778,135.0,1026,33,94
779,144.0,1436,25,76
780,227.0,1436,76,25
781,142.0,967,25,84
782,232.0,2139,84,3
783,271.0,1737,19,70
784,148.0,1440,70,65
785,149.0,1145,28,55
786,98.0,700,55,76
787,59.0,356,76,3
788,59.0,356,3,76
789,294.0,2026,76,47
790,74.0,628,47,25
791,123.0,1005,65,52
792,55.0,386,85,47
793,218.0,2176,47,69
794,187.0,1069,23,25
795,147.0,1476,25,24
796,124.0,861,52,69
797,139.0,993,69,78
798,141.0,1025,78,19
799,273.0,1824,19,47
800,89.0,594,55,3
801,314.0,2139,3,84
802,118.0,967,84,25
803,89.0,680,25,59
804,138.0,1120,65,78
805,137.0,993,78,69
806,215.0,1303,69,26
807,147.0,1303,26,69
808,128.0,862,25,48
809,105.0,862,48,25
810,105.0,794,25,80
811,117.0,794,80,25
812,102.0,602,25,70
813,104.0,846,89,25
814,76.0,616,11,52
815,130.0,895,52,19
816,130.0,1020,19,67
817,145.0,1020,67,19
818,351.0,2227,30,47
819,78.0,604,47,22
820,93.0,551,22,70
821,74.0,551,70,22
822,94.0,604,22,47
823,207.0,2026,47,76
824,142.0,1041,93,37
825,131.0,1041,37,93
826,131.0,1034,93,45
827,196.0,1199,3,25
828,92.0,770,25,91
829,132.0,1025,19,78
830,157.0,1186,78,92
831,158.0,1186,92,78
832,160.0,1120,78,65
833,129.0,937,30,52
834,149.0,1053,52,92
835,141.0,1053,92,52
836,127.0,829,52,44
837,237.0,1590,44,47
838,158.0,1214,52,75
839,170.0,1214,75,52
840,135.0,950,52,49
841,120.0,762,49,3
842,83.0,594,3,55
843,225.0,1506,93,25
844,149.0,1491,25,15
845,247.0,1491,15,25
846,99.0,602,25,70
847,74.0,602,70,25
848,155.0,1034,45,93
849,276.0,1984,93,47
850,244.0,2174,47,55
851,61.0,373,76,94
852,126.0,896,94,52
853,148.0,1073,52,2
854,155.0,1073,2,52
855,155.0,1121,52,12
856,162.0,1121,12,52
857,122.0,896,52,94
858,123.0,896,94,52
859,189.0,1547,3,86
860,202.0,1547,86,3
861,61.0,404,3,52
862,137.0,971,45,52
863,148.0,1024,52,37
864,130.0,1024,37,52
865,66.0,404,52,3
866,163.0,1506,25,93
867,153.0,1136,93,74
868,172.0,1136,74,93
869,127.0,927,93,19
870,148.0,1101,78,45
871,171.0,1101,45,78
872,158.0,1147,78,37
873,138.0,1147,37,78
874,172.0,1183,78,56
875,137.0,920,69,93
876,125.0,920,93,69
877,126.0,951,69,67
878,131.0,985,67,94
879,132.0,937,52,30
880,116.0,746,30,3
881,60.0,404,3,52
882,179.0,1211,52,63
883,85.0,472,63,25
884,156.0,1144,78,14
885,148.0,1144,14,78
886,139.0,1028,78,94
887,67.0,373,94,76
888,183.0,1747,47,3
889,97.0,701,3,94
890,85.0,484,94,20
891,71.0,484,20,94
892,140.0,1026,94,33
893,148.0,1092,33,45
894,128.0,1199,25,3
895,101.0,762,3,49
896,135.0,950,49,52
897,111.0,787,52,15
898,108.0,787,15,52
899,144.0,1189,52,86
900,180.0,1671,70,28
901,131.0,957,28,52
902,200.0,1310,52,59
903,157.0,1310,59,52
904,154.0,1476,25,24
905,239.0,1476,24,25
906,173.0,1024,25,83
907,125.0,1024,83,25
908,146.0,1028,94,78
909,243.0,1607,78,25
910,99.0,628,25,47
911,63.0,397,47,88
912,57.0,397,88,47
913,223.0,1984,47,93
914,154.0,1090,4,47
915,49.0,255,47,70
916,43.0,255,70,47
917,138.0,1090,47,4
918,66.0,404,52,3
919,104.0,746,3,30
920,135.0,937,30,52
921,145.0,1183,56,78
922,174.0,1343,78,75
923,187.0,1343,75,78
924,126.0,879,78,23
925,139.0,955,94,93
926,113.0,773,93,23
927,117.0,680,59,25
928,104.0,602,25,70
929,173.0,1737,70,19
930,121.0,927,19,93
931,153.0,1075,93,56
932,134.0,971,52,45
933,134.0,971,45,52
934,82.0,534,52,76
935,76.0,534,76,52
936,133.0,971,52,45
937,137.0,1075,56,93
938,144.0,1053,93,14
939,143.0,1053,14,93
940,120.0,955,93,94
941,221.0,2227,47,30
942,133.0,1023,30,67
943,152.0,1023,67,30
944,343.0,2133,30,70
945,75.0,602,70,25
946,99.0,888,25,65
947,120.0,896,52,94
948,144.0,992,94,90
949,128.0,992,90,94
950,110.0,701,94,3
951,257.0,1747,3,47
952,236.0,1476,24,25
953,71.0,391,25,87
954,137.0,1086,87,4
955,150.0,1086,4,87
956,54.0,391,87,25
957,187.0,1607,25,78
958,61.0,472,25,63
959,141.0,1211,63,52
960,129.0,937,52,30
961,155.0,1189,86,52
962,150.0,1005,52,65
963,220.0,1440,65,70
964,166.0,1460,70,56
965,230.0,1460,56,70
966,95.0,700,76,55
967,154.0,1096,55,49
968,143.0,1096,49,55
969,220.0,1576,69,86
970,246.0,1608,86,30
971,231.0,1608,30,86
972,155.0,1237,86,93
973,215.0,1506,93,25
974,123.0,927,19,93
975,125.0,927,93,19
976,130.0,1025,19,78
977,134.0,993,78,69
978,133.0,1013,69,55
979,70.0,449,20,69
980,239.0,1558,69,25
981,174.0,1546,25,52
982,217.0,1546,52,25
983,165.0,1558,25,69
984,143.0,993,69,78
985,142.0,1025,78,19
986,222.0,1576,69,86
987,239.0,1576,86,69
988,104.0,666,69,3
989,91.0,666,3,69
990,152.0,1072,74,52
991,131.0,882,52,91
992,109.0,882,91,52
993,117.0,861,52,69
994,225.0,1546,52,25
995,101.0,775,25,4
996,111.0,775,4,25
997,122.0,861,69,52
998,146.0,985,52,26
999,120.0,985,26,52
1000,152.0,1005,52,65
1001,227.0,1514,65,47
1002,108.0,757,52,23
1003,177.0,1678,47,23
1004,96.0,757,23,52
1005,160.0,1066,52,56
1006,129.0,1066,56,52
1007,137.0,1072,52,74
1008,162.0,1546,25,52
1009,138.0,1011,52,14
1010,130.0,1011,14,52
1011,124.0,851,52,53
1012,117.0,851,53,52
1013,98.0,757,23,52
1014,136.0,1050,52,5
1015,140.0,1050,5,52
1016,75.0,468,52,20
1017,66.0,468,20,52
1018,142.0,1371,47,91
1019,132.0,1011,65,93
1020,146.0,1011,93,65
1021,166.0,1506,25,93
1022,187.0,1306,93,59
1023,153.0,1306,59,93
1024,155.0,1237,93,86
1025,229.0,1576,86,69
1026,121.0,862,25,42
1027,125.0,862,42,25
1028,124.0,1062,25,60
1029,151.0,1062,60,25
1030,93.0,628,25,47
1031,207.0,1371,91,47
1032,178.0,1197,55,65
1033,147.0,1197,65,55
1034,137.0,1013,55,69
1035,157.0,1514,47,65
1036,126.0,1005,65,52
1037,148.0,1189,52,86
1038,159.0,1189,86,52
1039,118.0,861,52,69
1040,119.0,861,69,52
1041,114.0,757,52,23
1042,247.0,1678,23,47
1043,80.0,628,47,25
1044,83.0,449,69,20
1045,291.0,1916,20,47
1046,66.0,414,47,84
1047,63.0,414,84,47
1049,109.0,853,79,25
1050,98.0,896,25,56
1051,154.0,896,56,25
1052,122.0,853,25,79
1053,76.0,602,70,25
1054,131.0,853,25,79
1055,49.0,258,79,47
1056,45.0,236,47,48
1057,38.0,236,48,47
1058,45.0,258,47,79
1059,106.0,853,79,25
1060,52.0,391,87,25
1061,163.0,1132,25,6
1062,166.0,1132,6,25
1063,81.0,692,25,18
1064,114.0,692,18,25
1065,68.0,391,25,87
1066,98.0,862,48,25
1067,140.0,1337,25,20
1068,207.0,1337,20,25
1069,55.0,420,25,43
1070,70.0,420,43,25
1071,126.0,862,25,48
1072,148.0,1085,30,55
1073,156.0,1194,55,5
1074,167.0,1194,5,55
1075,159.0,1096,55,49
1076,140.0,1096,49,55
1077,84.0,616,11,52
1078,285.0,2039,52,47
1079,107.0,806,47,35
1080,129.0,806,35,47
1081,249.0,2227,47,30
1082,112.0,967,84,25
1083,131.0,1201,25,19
1084,102.0,628,25,47
1085,144.0,1090,47,4
1086,149.0,1090,4,47
1087,162.0,1553,25,66
1088,252.0,1553,66,25
1089,108.0,639,25,96
1090,77.0,639,96,25
1091,136.0,937,30,52
1092,140.0,936,52,10
1093,114.0,936,10,52
1094,137.0,937,52,30
1095,77.0,602,70,25
1096,133.0,853,25,79
1097,56.0,258,79,47
1098,46.0,236,47,48
1099,43.0,236,48,47
1100,50.0,258,47,79
1101,105.0,853,79,25
1102,106.0,758,52,41
1103,109.0,758,41,52
1104,129.0,950,52,49
1105,120.0,762,49,3
1106,144.0,1436,25,76
1107,231.0,1436,76,25
1108,86.0,533,51,25
1109,84.0,604,47,22
1110,96.0,551,22,70
