nu,D,seed,distance
10.0,5.0,3.0,0.3124496306747734
10.0,5.0,4.0,0.31239475169640923
10.0,5.0,5.0,0.3123341167767149
1.1,6.0,1.0,0.2038361337521963
1.1,6.0,2.0,0.20649040868804241
1.1,6.0,3.0,0.20253307708647492
1.1,6.0,4.0,0.21017798350721684
1.1,6.0,5.0,0.20523384625684143
1.3,6.0,1.0,0.1679094075489498
1.3,6.0,2.0,0.17036099321965276
1.3,6.0,3.0,0.16687474853258938
1.3,6.0,4.0,0.17365248855228385
1.3,6.0,5.0,0.16897735008890113
1.5,6.0,1.0,0.13651229120301944
1.5,6.0,2.0,0.13888104798482606
1.5,6.0,3.0,0.13577720543321378
1.5,6.0,4.0,0.14277030307816346
1.5,6.0,5.0,0.13776333994970738
1.7,6.0,1.0,0.10934435648219763
1.7,6.0,2.0,0.11136845105703207
1.7,6.0,3.0,0.10875435407588181
1.7,6.0,4.0,0.11522683369775626
1.7,6.0,5.0,0.11024928883618286
2.0,6.0,1.0,0.07595834097627367
2.0,6.0,2.0,0.07757063280097803
2.0,6.0,3.0,0.07574069844563873
2.0,6.0,4.0,0.08152399674291244
2.0,6.0,5.0,0.07671639728179398
2.5,6.0,1.0,0.046406923774938956
2.5,6.0,2.0,0.04702058726232876
2.5,6.0,3.0,0.04703125120341877
2.5,6.0,4.0,0.05082088858355375
2.5,6.0,5.0,0.04652469808334327
3.5,6.0,1.0,0.0869165689312249
3.5,6.0,2.0,0.08659814984955705
3.5,6.0,3.0,0.08782340731144722
3.5,6.0,4.0,0.08742733804862787
3.5,6.0,5.0,0.08669371324106318
5.0,6.0,1.0,0.16200639257126734
1.1,7.0,1.0,0.21839265794674212
1.1,7.0,2.0,0.22157442388322787
1.1,7.0,3.0,0.21715464477756302
1.1,7.0,4.0,0.2253127577561125
1.1,7.0,5.0,0.2201643217290869
1.3,7.0,1.0,0.18286721892670352
1.3,7.0,2.0,0.18589327711714712
1.3,7.0,3.0,0.18189364486600404
1.3,7.0,4.0,0.18943921840951336
1.3,7.0,5.0,0.1845389789559464
1.5,7.0,1.0,0.15186910705867965
1.5,7.0,2.0,0.1545698832373194
1.5,7.0,3.0,0.15096825188997404
1.5,7.0,4.0,0.15858536778703214
1.5,7.0,5.0,0.15329254045809027
1.7,7.0,1.0,0.12463647164145251
1.7,7.0,2.0,0.12700902075456302
1.7,7.0,3.0,0.12396886703331315
1.7,7.0,4.0,0.13090674472056096
1.7,7.0,5.0,0.12594302467771618
2.0,7.0,1.0,0.09065275689664276
2.0,7.0,2.0,0.0926878972407317
2.0,7.0,3.0,0.09011132426593657
2.0,7.0,4.0,0.09636291645337408
2.0,7.0,5.0,0.09161359425454159
2.5,7.0,1.0,0.053995073189407945
2.5,7.0,2.0,0.055234924876268215
2.5,7.0,3.0,0.05428124733999531
2.5,7.0,4.0,0.059036267755980955
2.5,7.0,5.0,0.054427567129028014
3.5,7.0,1.0,0.07592323799835007
3.5,7.0,2.0,0.07563950944201782
3.5,7.0,3.0,0.07692891673105241
3.5,7.0,4.0,0.07682225461454947
3.5,7.0,5.0,0.07569680716959769
1.1,8.0,1.0,0.23068678720675184
1.1,8.0,2.0,0.234219961600169
1.1,8.0,3.0,0.22926454964253903
1.1,8.0,4.0,0.23801832398123487
1.1,8.0,5.0,0.232535908554603
1.3,8.0,1.0,0.19552773699833492
1.3,8.0,2.0,0.19889797915487817
1.3,8.0,3.0,0.19428254934509492
1.3,8.0,4.0,0.2023111538982363
1.3,8.0,5.0,0.19727787397349505
1.5,8.0,1.0,0.1645925045295936
1.5,8.0,2.0,0.1677581475938622
1.5,8.0,3.0,0.1636324526250505
1.5,8.0,4.0,0.1717890165919987
1.5,8.0,5.0,0.1662951551087745
1.7,8.0,1.0,0.13758690913553642
1.7,8.0,2.0,0.1403661000692402
1.7,8.0,3.0,0.13668039886621838
1.7,8.0,4.0,0.14397052467926194
1.7,8.0,5.0,0.13904101781737488
2.0,8.0,1.0,0.10315591169969009
2.0,8.0,2.0,0.10566183644626197
2.0,8.0,3.0,0.10245568156883667
2.0,8.0,4.0,0.10934118991908247
2.0,8.0,5.0,0.10443240486349442
2.5,8.0,1.0,0.0629083121886008
2.5,8.0,2.0,0.06442499784742507
2.5,8.0,3.0,0.06298052488818597
2.5,8.0,4.0,0.0683649639957413
2.5,8.0,5.0,0.06361243341069418
3.5,8.0,1.0,0.06833337927047962
3.5,8.0,2.0,0.06803989548620115
3.5,8.0,3.0,0.06934401534146475
3.5,8.0,4.0,0.06959664634834824
3.5,8.0,5.0,0.06804943604610054
1.1,9.0,1.0,0.24118286693231406
1.1,9.0,2.0,0.24499188971023522
1.1,9.0,3.0,0.2395875360914208
1.1,9.0,4.0,0.24893356139398137
1.1,9.0,5.0,0.24331307076355438
1.3,9.0,1.0,0.2062546553931637
1.3,9.0,2.0,0.20985882624417113
1.3,9.0,3.0,0.20510761470352928
1.3,9.0,4.0,0.21358006507548583
1.3,9.0,5.0,0.20838472217265444
1.5,9.0,1.0,0.17559818764431204
1.5,9.0,2.0,0.17906998461210738
1.5,9.0,3.0,0.1745410570823154
1.5,9.0,4.0,0.18319894920565125
1.5,9.0,5.0,0.177566406966769
1.7,9.0,1.0,0.14858544457402997
1.7,9.0,2.0,0.15168047363242512
1.7,9.0,3.0,0.1476477193170576
1.7,9.0,4.0,0.15534809027749388
1.7,9.0,5.0,0.1502975663725607
2.0,9.0,1.0,0.11401410404934001
2.0,9.0,2.0,0.11668458275132888
2.0,9.0,3.0,0.11313442419480213
2.0,9.0,4.0,0.12040497845997815
2.0,9.0,5.0,0.11562602958366285
2.5,9.0,1.0,0.07171504440348347
2.5,9.0,2.0,0.07346391239221095
2.5,9.0,3.0,0.07147913278707259
2.5,9.0,4.0,0.07731778829532034
2.5,9.0,5.0,0.07259410142805603
3.5,9.0,1.0,0.06327299743911985
3.5,9.0,2.0,0.06321390497670866
3.5,9.0,3.0,0.06444005925316196
3.5,9.0,4.0,0.06512616358913666
3.5,9.0,5.0,0.06312437357074753
1.1,10.0,1.0,0.2503193819004013
1.1,10.0,2.0,0.254474623663137
1.1,10.0,3.0,0.24867076322656312
1.1,10.0,4.0,0.2584463576238271
1.1,10.0,5.0,0.25261921969283896
1.3,10.0,1.0,0.21559423816547402
1.3,10.0,2.0,0.21954497435988293
1.3,10.0,3.0,0.2143238642763597
1.3,10.0,4.0,0.22322970402749182
1.3,10.0,5.0,0.21774299884613033
1.5,10.0,1.0,0.18513380516128206
1.5,10.0,2.0,0.1888139297801283
1.5,10.0,3.0,0.18387346477967234
1.5,10.0,4.0,0.1931069004726359
1.5,10.0,5.0,0.18723117812964454
1.7,10.0,1.0,0.15806091314113732
1.7,10.0,2.0,0.16160693344852745
1.7,10.0,3.0,0.15711497719469444
1.7,10.0,4.0,0.16527340208866648
1.7,10.0,5.0,0.1601179022367902
2.0,10.0,1.0,0.12351415920377087
2.0,10.0,2.0,0.12659970878431615
2.0,10.0,3.0,0.12260866311156317
2.0,10.0,4.0,0.13029186388297276
2.0,10.0,5.0,0.12517556170353442
2.5,10.0,1.0,0.07996802122080972
2.5,10.0,2.0,0.08208273561020941
2.5,10.0,3.0,0.07949451857528461
2.5,10.0,4.0,0.08576283423510513
2.5,10.0,5.0,0.08103203806551817
3.5,10.0,1.0,0.06048786602626017
3.5,10.0,2.0,0.06054904135260901
3.5,10.0,3.0,0.06152567367045637
3.5,10.0,4.0,0.06264169502184665
3.5,10.0,5.0,0.06035776870658008
5.0,10.0,1.0,0.12035795518681236
5.0,10.0,2.0,0.12013516126929709
5.0,10.0,3.0,0.12116634008315028
5.0,10.0,4.0,0.12053421150678598
5.0,10.0,5.0,0.12018117585619671
10.0,10.0,1.0,0.25966470673923925
10.0,10.0,2.0,0.25956795831481705
10.0,10.0,3.0,0.25980836054038986
10.0,10.0,4.0,0.2596483729674561
10.0,10.0,5.0,0.2595838584279706
1.1,20.0,1.0,0.304942131093797
1.1,20.0,2.0,0.3115231526607969
1.1,20.0,3.0,0.30325687347241953
1.1,20.0,4.0,0.3156360090034456
1.1,20.0,5.0,0.3093097948242
1.3,20.0,1.0,0.2716355510326774
1.3,20.0,2.0,0.2780817992330093
1.3,20.0,3.0,0.27033466800162104
1.3,20.0,4.0,0.28166137852709755
1.3,20.0,5.0,0.27561520896251074
1.5,20.0,1.0,0.24231332538427072
1.5,20.0,2.0,0.24824003140453757
1.5,20.0,3.0,0.24089276705585563
1.5,20.0,4.0,0.25273617462300196
1.5,20.0,5.0,0.24621210975568147
1.7,20.0,1.0,0.2160121357783302
1.7,20.0,2.0,0.22145497256641922
1.7,20.0,3.0,0.21467940445702902
1.7,20.0,4.0,0.2255136041757837
1.7,20.0,5.0,0.2195405386835468
2.0,20.0,1.0,0.181483155858267
2.0,20.0,2.0,0.18644004752366589
2.0,20.0,3.0,0.18005874267879707
2.0,20.0,4.0,0.19063773783623705
2.0,20.0,5.0,0.1848405705742048
2.5,20.0,1.0,0.13463286408736005
2.5,20.0,2.0,0.1385781048937035
2.5,20.0,3.0,0.1334332068727435
2.5,20.0,4.0,0.14280733984633334
2.5,20.0,5.0,0.13721113400438117
3.5,20.0,1.0,0.07659635047952827
3.5,20.0,2.0,0.07876731216623874
3.5,20.0,3.0,0.07624291491874423
3.5,20.0,4.0,0.08233279406001612
3.5,20.0,5.0,0.07755253093706929
5.0,20.0,1.0,0.0822988747550829
5.0,20.0,2.0,0.08217073944280796
5.0,20.0,3.0,0.08331664263167284
5.0,20.0,4.0,0.08341865351848884
5.0,20.0,5.0,0.08208664460526968
10.0,20.0,1.0,0.2121590561491983
10.0,20.0,2.0,0.21198367033123552
10.0,20.0,3.0,0.21243733730219375
10.0,20.0,4.0,0.21214897434078453
10.0,20.0,5.0,0.2120615233668357
1.1,30.0,1.0,0.3336150135189302
1.1,30.0,2.0,0.34129593316921975
1.1,30.0,3.0,0.33183688361372315
1.1,30.0,4.0,0.34601489412388814
1.1,30.0,5.0,0.33897119850897867
1.3,30.0,1.0,0.3008170403921084
1.3,30.0,2.0,0.3087657781045971
1.3,30.0,3.0,0.2997804803684127
1.3,30.0,4.0,0.31246911667014077
1.3,30.0,5.0,0.3060477764275361
1.5,30.0,1.0,0.27214419891961433
1.5,30.0,2.0,0.27906271240490527
1.5,30.0,3.0,0.27059123054997425
1.5,30.0,4.0,0.2840703879570553
1.5,30.0,5.0,0.27700313042174296
1.7,30.0,1.0,0.24602252528409052
1.7,30.0,2.0,0.25284731150678064
1.7,30.0,3.0,0.24473101435798983
1.7,30.0,4.0,0.25706780101425375
1.7,30.0,5.0,0.2506108513679419
2.0,30.0,1.0,0.21205057968102187
2.0,30.0,2.0,0.21836784330536493
2.0,30.0,3.0,0.21030021629063608
2.0,30.0,4.0,0.22255841614632493
2.0,30.0,5.0,0.21612984887995818
2.5,30.0,1.0,0.16474664121839788
2.5,30.0,2.0,0.17007592513872652
2.5,30.0,3.0,0.16338055795937334
2.5,30.0,4.0,0.1740801972948493
2.5,30.0,5.0,0.16826228329730541
3.5,30.0,1.0,0.09961979494743393
3.5,30.0,2.0,0.1030406090017277
3.5,30.0,3.0,0.09857109348572063
3.5,30.0,4.0,0.10715035733451159
3.5,30.0,5.0,0.1012069852656566
5.0,30.0,1.0,0.07472464479698016
5.0,30.0,2.0,0.07539304083073628
5.0,30.0,3.0,0.0753166061139466
5.0,30.0,4.0,0.07775871820971761
5.0,30.0,5.0,0.07503447471868109
10.0,30.0,1.0,0.1874102232160417
10.0,30.0,2.0,0.1871664129320693
10.0,30.0,3.0,0.1877793951275512
10.0,30.0,4.0,0.1873920670174716
10.0,30.0,5.0,0.1872109511189353
1.1,40.0,1.0,0.3524672074572208
1.1,40.0,2.0,0.36115052003910814
1.1,40.0,3.0,0.35096309409489773
1.1,40.0,4.0,0.36603167320006597
1.1,40.0,5.0,0.3590954753074477
1.3,40.0,1.0,0.32010614480016336
1.3,40.0,2.0,0.32886619789707044
1.3,40.0,3.0,0.3191029847275277
1.3,40.0,4.0,0.33286503266472056
1.3,40.0,5.0,0.3263851530319486
1.5,40.0,1.0,0.29171924230512014
1.5,40.0,2.0,0.2996837918179769
1.5,40.0,3.0,0.29011263850235947
1.5,40.0,4.0,0.3049889561250128
1.5,40.0,5.0,0.29771032583845214
1.7,40.0,1.0,0.2658696186461936
1.7,40.0,2.0,0.2738468012672175
1.7,40.0,3.0,0.2645989190685671
1.7,40.0,4.0,0.27797030630199504
1.7,40.0,5.0,0.27156447612795104
2.0,40.0,1.0,0.2320664350397094
2.0,40.0,2.0,0.23927675873505283
2.0,40.0,3.0,0.23037472152273855
2.0,40.0,4.0,0.24363254393464576
2.0,40.0,5.0,0.23735354932592204
2.5,40.0,1.0,0.1846472266421915
2.5,40.0,2.0,0.1910539757680814
2.5,40.0,3.0,0.18308301645546352
2.5,40.0,4.0,0.19513662049446331
2.5,40.0,5.0,0.188960750074364
3.5,40.0,1.0,0.11699661133113914
3.5,40.0,2.0,0.12107184778974206
3.5,40.0,3.0,0.11562425814540395
3.5,40.0,4.0,0.12558583404704046
3.5,40.0,5.0,0.11960112724689591
5.0,40.0,1.0,0.0766313831842884
5.0,40.0,2.0,0.0781338609434833
5.0,40.0,3.0,0.07666754684697628
5.0,40.0,4.0,0.081032821781199
5.0,40.0,5.0,0.07753563977223113
10.0,40.0,1.0,0.1714531546574223
10.0,40.0,2.0,0.17113751071498065
10.0,40.0,3.0,0.17185707907440592
10.0,40.0,4.0,0.17140847379567462
10.0,40.0,5.0,0.17122676984044563
1.1,50.0,1.0,0.3664449071300394
1.1,50.0,2.0,0.37590852058830065
1.1,50.0,3.0,0.3649408972198826
1.1,50.0,4.0,0.3807946570813672
1.1,50.0,5.0,0.3738380180258443
1.3,50.0,1.0,0.33441062757492535
1.3,50.0,2.0,0.34394250597609805
1.3,50.0,3.0,0.3334649350608769
1.3,50.0,4.0,0.3479019158957322
1.3,50.0,5.0,0.34147795496204625
1.5,50.0,1.0,0.3062719067037065
1.5,50.0,2.0,0.31494731896408756
1.5,50.0,3.0,0.3048307162452554
1.5,50.0,4.0,0.3201221196066151
1.5,50.0,5.0,0.31282708057599956
1.7,50.0,1.0,0.2804875935000988
1.7,50.0,2.0,0.2890641671232145
1.7,50.0,3.0,0.2792772317931327
1.7,50.0,4.0,0.2935130606516358
1.7,50.0,5.0,0.2865767685307577
2.0,50.0,1.0,0.24708968026490546
2.0,50.0,2.0,0.2547502565542159
2.0,50.0,3.0,0.24526553419604455
2.0,50.0,4.0,0.2591010354705063
2.0,50.0,5.0,0.2527351415084192
2.5,50.0,1.0,0.19934182200559158
2.5,50.0,2.0,0.20617940707848306
2.5,50.0,3.0,0.19802567955992056
2.5,50.0,4.0,0.21073609012378458
2.5,50.0,5.0,0.2046107652468526
3.5,50.0,1.0,0.1303377799243374
3.5,50.0,2.0,0.13535795356197594
3.5,50.0,3.0,0.12903719470905314
3.5,50.0,4.0,0.13967375987806083
3.5,50.0,5.0,0.1333198984597013
5.0,50.0,1.0,0.08139574453928422
5.0,50.0,2.0,0.08352493632588286
5.0,50.0,3.0,0.08099176426263946
5.0,50.0,4.0,0.08722298897798086
5.0,50.0,5.0,0.08279645749870214
10.0,50.0,1.0,0.16000818433080774
10.0,50.0,2.0,0.15967795530009443
10.0,50.0,3.0,0.16041105244334725
10.0,50.0,4.0,0.16004857989369875
10.0,50.0,5.0,0.1597781605199723
1.1,60.0,1.0,0.3773334574809714
1.1,60.0,2.0,0.3875490675459549
1.1,60.0,3.0,0.3760095093825072
1.1,60.0,4.0,0.39278493607045956
1.1,60.0,5.0,0.385598233577831
1.3,60.0,1.0,0.3455405072435751
1.3,60.0,2.0,0.35599904344771094
1.3,60.0,3.0,0.3448424741738043
1.3,60.0,4.0,0.3597980738790422
1.3,60.0,5.0,0.3533882084346045
1.5,60.0,1.0,0.3178385772521008
1.5,60.0,2.0,0.3268749644173935
1.5,60.0,3.0,0.3162657156070781
1.5,60.0,4.0,0.3325343792795695
1.5,60.0,5.0,0.32496346158349687
1.7,60.0,1.0,0.29203843058417367
1.7,60.0,2.0,0.30105070188476335
1.7,60.0,3.0,0.29111538482615745
1.7,60.0,4.0,0.3056889880297586
1.7,60.0,5.0,0.29887043994100154
2.0,60.0,1.0,0.25890235549810964
2.0,60.0,2.0,0.26713542410957336
2.0,60.0,3.0,0.25699403392282827
2.0,60.0,4.0,0.2716491482571125
2.0,60.0,5.0,0.2652662517485583
2.5,60.0,1.0,0.21123881507938624
2.5,60.0,2.0,0.21850061398027015
2.5,60.0,3.0,0.2098261082276787
2.5,60.0,4.0,0.2231234400260957
2.5,60.0,5.0,0.21666851030739137
3.5,60.0,1.0,0.14106219214675106
3.5,60.0,2.0,0.14689419095686018
3.5,60.0,3.0,0.13966050921380366
3.5,60.0,4.0,0.15100504164736836
3.5,60.0,5.0,0.14477352087617248
5.0,60.0,1.0,0.08697996989008235
5.0,60.0,2.0,0.08977595656490236
5.0,60.0,3.0,0.08606136999040832
5.0,60.0,4.0,0.0932912925037196
5.0,60.0,5.0,0.08873556694988059
10.0,60.0,1.0,0.1512830638016564
10.0,60.0,2.0,0.15098775531171402
10.0,60.0,3.0,0.15173312843800693
10.0,60.0,4.0,0.1514109635578327
10.0,60.0,5.0,0.1510549627430569
1.1,70.0,1.0,0.3865022732608842
1.1,70.0,2.0,0.3969915614096115
1.1,70.0,3.0,0.38522404725835324
1.1,70.0,4.0,0.4023890244454263
1.1,70.0,5.0,0.395207822462139
1.3,70.0,1.0,0.3545133975059231
1.3,70.0,2.0,0.3654200950225393
1.3,70.0,3.0,0.3540580409927482
1.3,70.0,4.0,0.36962713023827515
1.3,70.0,5.0,0.36331606604078004
1.5,70.0,1.0,0.32711160075391926
1.5,70.0,2.0,0.3367969464661558
1.5,70.0,3.0,0.3256355847118941
1.5,70.0,4.0,0.3424756110892405
1.5,70.0,5.0,0.3349620941470979
1.7,70.0,1.0,0.3015402230402244
1.7,70.0,2.0,0.3108306367153058
1.7,70.0,3.0,0.3005545587562756
1.7,70.0,4.0,0.3155748152483219
1.7,70.0,5.0,0.3089675244386856
2.0,70.0,1.0,0.2682787164260028
2.0,70.0,2.0,0.2770376079402939
2.0,70.0,3.0,0.26655184425965694
2.0,70.0,4.0,0.28170133197290964
2.0,70.0,5.0,0.275180135103294
2.5,70.0,1.0,0.22092584644384747
2.5,70.0,2.0,0.2289830661377639
2.5,70.0,3.0,0.21932778464107938
2.5,70.0,4.0,0.2333153322194587
2.5,70.0,5.0,0.22672945172322898
