"","(Intercept)","Mixed_Forest","Deciduous_Forest","Shrubs","Grasslands_Wetlands","Acricultural_Land","Barren","Urban","Water_Bodies","Coastal","Stand_Age","Pine_Volume","Spruce_Volume","Birch_Volume","Other_Deciduous_Volume","VMI_PC1","duration","linelength","polyAprMay1","polyDecFeb1","polyJunJul1"
"JX.1024961",1,0.144935907461862,1.57564614545505,1.10928535344656,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.012033163510839,0.42719909656201,1.98804458355387,1.39784101520255,2.43320758002152,1.28444060123498,0.588900425288762,-0.197736582139474,0.831323541318708,0.852007161585721,0.88397279626812
"JX.1024962",1,0.084692005770701,1.75211742736235,1.30853418065124,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.0530442835437947,0.164776304154477,2.07390555960234,1.50482789959079,3.06248797524724,1.29508510425199,1.01722342566481,-0.197736582139474,0.590427102794761,1.03964431699139,0.516215326094698
"JX.1024963",1,0.0244481040795402,1.92858870926966,1.50778300785592,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.125208799212871,0.255735667945057,1.59296099378161,1.46523250251018,2.2522089773961,1.05494751296202,0.568669405221049,-0.197736582139474,1.31411710655986,0.460499325992857,-0.48249526392851
"JX.1024964",1,-0.0357957976116209,2.10505999117696,1.7070318350606,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.303461881969537,0.346695031735638,1.11201642796088,1.42563710542957,1.44192997954495,0.814809921672058,1.20205329714609,-0.197736582139474,-0.196768113235,0.678914871199809,0.394538565008739
"JX.1125107",1,-0.0960396993027817,2.28153127308426,1.90628066226529,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.022542431905004,0.0434114722792025,2.40221198381272,1.3060861504822,1.4203477166996,0.895621193375612,-0.446381344795045,-0.178331424091603,0.156423501643002,1.81524294668212,0.601952186099052
"JX.1024968",1,1.11783168252409,-0.24336552958943,-0.112700528634235,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,0.580847987945914,-0.144282977268413,-0.224956791001175,0.602893126018416,0.36227785569359,0.952334059550457,1.45677697090142,0.804246195413742,0.609062042063785,-0.2016195545345,1.32851162133985,0.427883002638729,-0.435351784166831
"JX.1009000",1,1.14711771320267,-0.24336552958943,-0.0846621895151277,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,1.02397638048956,-0.144282977268413,-0.43683391762632,0.306622020152463,0.656769476570427,0.458827692009624,1.10563832579607,0.800959183010173,1.12881738964833,0.0878217873841853,0.813080225795405,0.429627640072145,1.07335750061405
"JX.1024971",1,1.88292923400184,1.02694191669065,0.693401721040109,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.494178794695849,0.349420585385398,0.472513910640177,1.74616670399348,3.12817307016708,1.18735420952999,1.83943543089139,-0.193854256960462,0.633944209865818,0.942718978511405,0.702076799776764
"JX.1200851",1,2.12087823326525,1.02694191669065,0.448066253747917,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.64676092699611,0.199885281673325,0.162838010698998,2.12577720968635,2.1578428683527,0.876904739508348,-0.256780853173659,0.145280931376696,0.252079029450135,1.75234270295971,0.745800239730842
"JX.1330386",1,2.12087823326525,1.02694191669065,0.448066253747917,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.696722181054915,-0.163795874680595,-0.00487048371582751,2.83749895470349,2.76728023335676,0.898489065350489,-0.592706883018946,0.145280931376696,0.682939443328189,0.146949727799049,0.871236096294984
"JX.1501372",1,2.12087823326525,1.02694191669065,0.448066253747917,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.696722181054915,-0.163795874680595,-0.00487048371582751,2.83749895470349,2.76728023335676,0.898489065350489,-0.233505157300725,0.141454728516719,0.225843037716553,0.0505001995281738,2.39260837329453
"JX.1024976",1,-0.708884481051955,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.160287974862541,2.38692697291589,1.54039510417187,0.16224831505788,0.136202821503798,0.697801224715308,1.01722342566481,0.160579460568749,1.02097961261335,-0.218799049218085,0.400906914995308
"JX.1024977",1,-0.708884481051955,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.0739672865408448,2.37456528245382,0.933681052945497,0.17069169856548,0.151531619413416,0.582358622249351,1.34584286746606,0.160579460568749,1.00944603971922,0.752077688059957,1.29200418348623
"JX.1024978",1,-0.708884481051955,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.0123534017808518,2.36220359199175,0.326967001719124,0.179135082073079,0.166860417323035,0.466916019783393,1.7737687642007,-0.232706659392877,0.6331103030381,0.912295113963976,0.750723917729716
"JX.1006908",1,-0.708884481051955,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.00441687385798581,2.33239068879766,0.643656352393823,0.454177135309512,0.646834312613789,0.539732829270417,0.629154730099947,-0.471120117983861,0.884924506337244,0.323158108574057,1.31345314003821
"JX.1133943",1,-0.708884481051955,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.0245344939120999,2.23438493864978,0.895013261560283,0.38430730845342,0.386300235180393,0.537367486886296,1.23833184151652,-0.471120117983861,0.242610979621586,1.73282515477412,0.766541601839873
"JX.1024983",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.890002399950007,0.142759604075211,-0.667665136601706,0.0839576205490863,0.0768932061683569,0.72821842773766,-0.00568184477023357,1.6561633225393,0.490550723505795,-0.178177918816519,0.489105613999099
"JX.1024984",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.898403536174441,0.187581232515583,-0.693452671160813,0.0926331310356916,0.130494405350774,0.743664378185306,1.27438781672959,1.6561633225393,0.640795075188914,0.79087954413256,1.35097038706556
"JX.1024985",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.906804672398876,0.232402860955955,-0.71924020571992,0.101308641522297,0.184095604533192,0.759110328632952,0.728600512694124,1.3020977229466,0.449586654261136,0.923434670624396,0.806388013908609
"JX.1024986",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.888130066157758,0.389066217788446,-0.732062863428307,-0.0441821741755277,-0.15295950822702,0.637359359910614,1.16554941875754,1.3020977229466,1.24682724023094,0.408169532602323,-0.112673976629811
"JX.1024987",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.86945545991664,0.545729574620937,-0.744885521136693,-0.189672989873352,-0.490014620987232,0.515608391188276,0.787470175463143,1.3020977229466,-0.407836345998273,0.571045897910211,0.73750074657705
"JX.1006737",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.988180427135602,0.159174112744898,-0.589762419897572,-0.216204238304077,-0.383523495051767,0.592198492184529,0.256537357375066,1.36390438804025,0.458785288037653,0.364133764229472,1.3380273053799
"JX.1133902",1,-0.917547449636794,-0.24336552958943,0.281969570922769,-0.429797031104632,-0.534055764059088,-0.116946563876709,2.88424545190242,-0.305408797141386,-0.144282977268413,-0.714845696420799,0.895952102839925,-0.444074505257305,-0.0126651026552592,-0.417853193264416,0.51603346656574,0.0388418948864978,1.36390438804025,0.121527708236966,1.70119777028599,0.765141154504864
"JX.1024992",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.132345384798585,1.74263840098221,0.207537199197174,1.25939155198116,0.908320447355545,0.73228142379247,0.487041627388139,0.890749109441594,0.414190516758469,-0.222381620204351,0.555177245109744
"JX.1024993",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.131266214949066,1.80922000031394,0.0497954726972671,1.2021420844023,0.840605604457315,0.55862366482206,1.74065822295536,0.890749109441594,0.604282785470687,0.78212836812965,1.45284924529976
"JX.1024994",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.130187045099547,1.87580159964567,-0.10794625380264,1.14489261682344,0.772890761559085,0.38496590585165,1.18382969951786,0.890749109441594,0.465610494689128,0.910877012948579,0.861550897357078
"JX.1024995",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.0028835010966323,2.18654027838765,-0.242744518915931,1.60568793459197,1.58630457690166,0.401760284231321,1.23833184151652,0.890749109441594,1.27433333620982,0.404167129078604,0.029331383140124
"JX.1024996",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.124420042906282,2.49727895712963,-0.377542784029222,2.0664832523605,2.39971839224424,0.418554662610991,1.01722342566481,0.890749109441594,-0.446837526863842,0.553711478919373,0.87287240844431
"JX.1017138",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.114666802736314,3.00714322390145,-0.526257635614672,0.805947414000343,0.160511134593026,0.375518675038767,1.14721210114738,0.890749109441594,0.425108281533667,0.351995939091108,1.41020193856101
"JX.1134308",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.00435748720458567,2.27606952510186,-0.0957983201425751,1.62928603379221,0.633139848398989,0.50554176258125,0.277869887243795,0.890749109441594,0.127275250680313,1.67611044377018,0.822692169198295
"JX.1246329",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.105951828327143,1.54499582630227,0.334660995329522,2.45262465358408,1.10576856220495,0.635564850123733,-0.0280708452798966,0.890749109441594,0.25472187262721,0.11057357083173,1.13491821715088
"JX.1412532",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.105951828327143,1.54499582630227,0.334660995329522,2.45262465358408,1.10576856220495,0.635564850123733,-0.164226097408273,0.890749109441594,-0.288959720373152,0.0853183113009449,2.68034870521079
"JX.1599698",1,1.62082680737465,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.105951828327143,1.54499582630227,0.334660995329522,2.45262465358408,1.10576856220495,0.635564850123733,-0.519088732213531,0.890749109441594,0.457117474382218,0.613654235655722,1.23946529609704
"JX.1024999",1,0.443297997655635,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.138863625663553,-0.305408797141386,-0.144282977268413,-0.0276630510915778,1.30082331046957,1.13279212349562,0.526663032230586,1.51882261883236,0.361823515996926,0.256537357375066,-0.0159632289803198,0.69070425937853,0.864289595709208,0.729379433907984
"JX.1017310",1,0.443297997655635,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.138863625663553,-0.305408797141386,-0.144282977268413,-0.136000574809028,1.94128133219299,0.151585883615726,0.266681455791579,0.950622959488492,0.266530420780223,1.054657345382,-0.0082595709449649,0.830879255841592,0.251702205064242,1.23234064045587
"JX.1132474",1,0.443297997655635,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.138863625663553,-0.305408797141386,-0.144282977268413,-0.17134481187011,1.69527361542113,0.202241656978493,0.442553768761821,0.807376510629686,0.41489547191926,0.960621650834388,0.0109884343298779,0.205473399231863,1.67487234342001,0.688205481087467
"JX.1243428",1,0.443297997655635,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.138863625663553,-0.305408797141386,-0.144282977268413,-0.206689048931192,1.44926589864928,0.252897430341259,0.618426081732063,0.664130061770881,0.563260523058297,-0.819261485191058,0.0109884343298779,0.655187916577269,-0.0329600751056836,0.933853717937269
"JX.1394457",1,0.443297997655635,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.138863625663553,-0.305408797141386,-0.144282977268413,-0.206689048931192,1.44926589864928,0.252897430341259,0.618426081732063,0.664130061770881,0.563260523058297,0.362434015637992,0.0109884343298779,0.0563951226145235,-0.0388709927247747,2.56230557618617
"JX.1599976",1,0.443297997655635,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.138863625663553,-0.305408797141386,-0.144282977268413,-0.206689048931192,1.44926589864928,0.252897430341259,0.618426081732063,0.664130061770881,0.563260523058297,-0.69232122585079,0.0109884343298779,0.910241527168701,0.558604454748377,1.11769992547147
"JX.1025001",1,-0.337287629078586,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.041744788514592,0.442539811148164,2.01485334206885,0.886844289365184,1.14113964399177,0.983795924633757,1.48619832659744,-0.221044132307395,0.443781911408945,0.799209547432757,-0.421719025945386
"JX.1025002",1,-0.310388167198404,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.0694876517359048,0.778607206958864,1.86901854211022,0.823314769243821,0.727566880583295,0.916770596940986,0.568669405221049,0.528525383564342,0.434295787101767,1.50879344090132,0.148662038617929
"JX.1025003",1,-0.283488705318222,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.180720091986401,1.11467460276956,1.72318374215159,0.759785249122457,0.31399411717482,0.849745269248214,1.18382969951786,0.528525383564342,0.398968545258826,1.83601189994374,0.131580653382452
"JX.1129982",1,-0.202790319677676,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.534055764059088,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.102506206755401,1.0976495514582,1.48330805508284,0.50483596522303,0.996177094831312,0.710917221475204,1.20205329714609,0.502166304039035,0.216541343971693,2.4365203105826,0.298394658742833
"JX.1025005",1,-0.917547449636794,-0.24336552958943,-0.300929938105168,-0.429797031104632,0.417256664856848,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.25820408541657,0.221606672108954,1.30987000330118,0.335780318591596,0.560112100120519,0.803179893546515,0.787470175463143,0.528525383564342,1.07396073230938,0.285926628441858,-0.0201862079299946
"JX.1025006",1,-0.917547449636794,-0.24336552958943,-0.5244523618519,-0.429797031104632,0.417256664856848,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.334641641092643,0.289737865174947,1.39762235449561,0.471058500500126,0.579098846799098,0.82790550751203,0.256537357375066,1.18164985987874,1.37287546457444,0.930532091357778,-0.526498071735217
"JX.1008368",1,-0.917547449636794,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.417256664856848,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.212526701499261,0.389560461817278,1.51767362761687,0.559938908417242,1.20340463241762,0.92679431068553,-0.210321279007118,1.2838880356321,1.26050394021495,0.943749085105623,1.29876179288662
"JX.1134511",1,-0.917547449636794,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.417256664856848,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.200487282540439,0.541729648989839,1.42160495263619,0.356683192383482,0.804843152584865,0.871538140822437,0.0388418948864978,1.2838880356321,0.417525605775536,2.20722476570693,0.750164357322317
"JX.1244492",1,-0.917547449636794,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.417256664856848,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.188447863581617,0.6938988361624,1.3255362776555,0.153427476349722,0.406281672752104,0.816281970959344,0.320304046509022,1.2838880356321,0.746655846197745,0.743219841319086,0.938183664174547
"JX.1025008",1,-0.907243105509147,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.282134139364683,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.149798045231293,0.787922581207864,2.09248364933059,0.871456135389232,0.333065562605457,0.949436049901016,1.14721210114738,-0.069960295390138,1.03448890322238,0.153779003741619,-0.00195018785871361
"JX.1025009",1,-0.876330073126208,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.282134139364683,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.00687297072176562,0.664143363629346,1.76315012049134,0.907926775112437,0.589400203657018,0.734799711957885,-0.187228496737357,-0.143442828283614,1.48082149608855,0.776950433501063,-0.492431069231628
"JX.50145",1,-0.855721384870916,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.282134139364683,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.0453751413327695,0.707931843422525,1.4601169135116,0.800500911769562,0.602546540191037,0.762449590135676,0.0609779117379818,-0.143442828283614,1.9275902863723,0.531581639389627,-0.32492282641363
"JX.1126652",1,-0.855721384870916,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.282134139364683,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.118281577889944,0.681558514042916,1.15520887424688,0.547118934022036,0.402128851751604,0.837462274381314,-0.210321279007118,-0.143442828283614,0.415858330413905,2.07992403751639,0.787312447050694
"JX.1443366",1,-0.855721384870916,-0.24336552958943,-0.673467311016388,-0.429797031104632,-0.282134139364683,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.198743654157122,0.611057882604879,0.902780341953375,0.48408820769198,0.454053484520929,0.759023941662662,0.767912401919586,-0.143442828283614,0.662669092746742,0.479606371252942,2.10016548664281
"JX.1025017",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.347406263296145,0.0714702547010541,1.30683370182339,0.772105418941853,0.922967540278008,0.898845596139904,0.960621650834388,-0.2016195545345,1.03087836157269,0.0828896660024109,-0.00198476954200669
"JX.1025018",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.34329709037802,0.0916182466840849,1.422407203306,0.888295128424266,0.847614998063178,0.832391229031336,0.362434015637992,-0.2016195545345,1.04528570568849,0.989457738891884,0.844470427612751
"JX.1025019",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.339187917459894,0.111766238667116,1.5379807047886,1.00448483790668,0.772262455848349,0.765936861922768,0.689023894947807,-0.2016195545345,0.713469789956304,1.27810428794264,0.569125966579397
"JX.1025020",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.445204207099401,-0.0547505496472154,1.29713390224356,1.34887750958521,1.07387613752173,0.83108359698403,0.192071202490446,-0.2016195545345,1.48112168325429,0.688992886374978,-0.511708030059284
"JX.1025021",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.551220496738909,-0.221267337961547,1.05628709969852,1.69327018126375,1.37548981919511,0.896230332045293,0.527997232335733,-0.2016195545345,0.0572019007862563,0.940483449165353,0.518512791259721
"JX.51062",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.415330562294886,0.017487008149676,1.39292265025788,1.29510462034167,1.02866555294601,0.919947031749849,-0.164226097408273,-0.40834895691328,1.87562607451198,0.447658132290906,-0.424529047357988
"JX.1006128",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.279440627850862,0.256241354260899,1.72955820081723,0.896939059419593,0.681841286696901,0.943663731454405,0.0388418948864978,-0.40834895691328,1.19335640133279,0.717661871960077,1.30055162287573
"JX.1127166",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-0.0667650414282119,0.456170483830871,2.02040358589803,0.963711877111918,0.413454520295825,0.801898329411193,-0.187228496737357,-0.40834895691328,0.376471111939941,1.97447402917609,0.762474707212545
"JX.1242878",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.145910544994438,0.656099613400843,2.31124897097883,1.03048469480424,0.145067753894749,0.660132927367981,-0.187228496737357,-0.40834895691328,0.737240330607202,0.526743288606285,0.932232532864844
"JX.1391143",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.145910544994438,0.656099613400843,2.31124897097883,1.03048469480424,0.145067753894749,0.660132927367981,-0.303610627052217,-0.40834895691328,0.562023435614971,0.393500015549305,2.16046064657725
"JX.1589218",1,0.463079710924547,-0.24336552958943,-0.673467311016388,-0.429797031104632,0.616638875052575,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,0.145910544994438,0.656099613400843,2.31124897097883,1.03048469480424,0.145067753894749,0.660132927367981,0.669135193983564,-0.40834895691328,1.09819649102487,0.945399733774782,0.881190079149571
"JX.1025025",1,1.49855008134555,-0.24336552958943,-0.673467311016388,-0.429797031104632,1.55424191432875,-0.116946563876709,-0.22777859853314,-0.305408797141386,-0.144282977268413,-1.12775351743549,-1.16169496155905,0.255026300515875,1.20856989019095,1.71720258805903,1.21255566446839,1.67387221419365,2.00492720551858,0.994800340048609,0.965938641706165,0.877820350048499
